Option Name,Asset Class Name,Name/Kind of Investment Item,Stock ID,ID_Type,Listed Country
Balanced Growth,Listed equity,ENTERGY CORP,2317087,SEDOL,
Balanced Growth,Listed equity,ENVISTA HOLDINGS CORP COMMON STOCK USD 0.01,BK63SF3,SEDOL,
Balanced Growth,Listed equity,EOG RESOURCES,2318024,SEDOL,
Balanced Growth,Listed equity,EPAM SYSTEMS,B44Z3T8,SEDOL,
Balanced Growth,Listed equity,EQT HOLDINGS LTD COMMON STOCK AUD 0,BD5WNY6,SEDOL,
Balanced Growth,Listed equity,EQUINOR,7133608,SEDOL,
Balanced Growth,Listed equity,EQUITABLE HOLDINGS,BKRMR96,SEDOL,
Balanced Growth,Listed equity,ERICSSON (LM) B,5959378,SEDOL,
Balanced Growth,Listed equity,ERSTE GROUP BANK,5289837,SEDOL,
Balanced Growth,Listed equity,ERSTE GROUP BANK AG COMMON STOCK EUR 0,7440621,SEDOL,
Balanced Growth,Listed equity,ESSENTIAL UTILITIES,BLCF3J9,SEDOL,
Balanced Growth,Listed equity,ESSITY B,BF1K7P7,SEDOL,
Balanced Growth,Listed equity,ESTEE LAUDER COS A,2320524,SEDOL,
Balanced Growth,Listed equity,ETIHAD ETISALAT CO,B12LR51,SEDOL,
Balanced Growth,Listed equity,ETSY INC COMMON STOCK USD 0.001,BWTN5N1,SEDOL,
Balanced Growth,Listed equity,EURAZEO,7042395,SEDOL,
Balanced Growth,Listed equity,EUROBANK HOLDINGS,BYZ43T4,SEDOL,
Balanced Growth,Listed equity,EUROPEAN METALS HOLDINGS LTD COMMON STOCK GBP,BLNMGR8,SEDOL,
Balanced Growth,Listed equity,EVA AIRWAYS CORP,6186023,SEDOL,
Balanced Growth,Listed equity,EVERBRIGHT SECURITIES CO LTD COMMON STOCK HKD 1,BDCSC73,SEDOL,
Balanced Growth,Listed equity,EVERGREEN MARINE CORP,6324500,SEDOL,
Balanced Growth,Listed equity,EVERTZ TECHNOLOGIES LTD COMMON STOCK CAD 0,B17XX09,SEDOL,
Balanced Growth,Listed equity,EVOLUTION AB COMMON STOCK SEK 0.003,BJXSCH4,SEDOL,
Balanced Growth,Listed equity,EVOLUTION MINING,B3X0F91,SEDOL,
Balanced Growth,Listed equity,EVT LTD,BDG0N49,SEDOL,
Balanced Growth,Listed equity,EXELON CORP,2670519,SEDOL,
Balanced Growth,Listed equity,EXOR NV COMMON STOCK,BMJ1825,SEDOL,
Balanced Growth,Listed equity,EXPEDIA GROUP,B748CK2,SEDOL,
Balanced Growth,Listed equity,EXPEDITORS INTL OF WASH,2325507,SEDOL,
Balanced Growth,Listed equity,EXXARO RESOURCES,6418801,SEDOL,
Balanced Growth,Listed equity,EXXON MOBIL CORP,2326618,SEDOL,
Balanced Growth,Listed equity,F5,2427599,SEDOL,
Balanced Growth,Listed equity,FACTSET RESEARCH SYSTEMS,2329770,SEDOL,
Balanced Growth,Listed equity,FAIR ISAAC CORP COMMON STOCK USD 0.01,2330299,SEDOL,
Balanced Growth,Listed equity,FALABELLA SACI,2771672,SEDOL,
Balanced Growth,Listed equity,FALCON METALS LTD/AUSTRALIA COMMON STOCK AUD,BMDVXZ9,SEDOL,
Balanced Growth,Listed equity,FAR EAST HORIZON,B63DLB5,SEDOL,
Balanced Growth,Listed equity,FAR EASTERN NEW CENTURY,6331470,SEDOL,
Balanced Growth,Listed equity,FAST RETAILING CO,6332439,SEDOL,
Balanced Growth,Listed equity,FASTENAL CO,2332262,SEDOL,
Balanced Growth,Listed equity,FEDEX CORP,2142784,SEDOL,
Balanced Growth,Listed equity,FERGUSON ENTERPRISES,BS6VHW3,SEDOL,
Balanced Growth,Listed equity,FERRARI (IT),BD6G507,SEDOL,
Balanced Growth,Listed equity,FERROVIAL SE COMMON STOCK EUR 0.01,BRS7CF0,SEDOL,
Balanced Growth,Listed equity,FERTIGLOBE PLC COMMON STOCK,BMXCL70,SEDOL,
Balanced Growth,Listed equity,FIDELITY NATL INFO SVCS,2769796,SEDOL,
Balanced Growth,Listed equity,FIN RICHEMONT NAMEN A,BCRWZ18,SEDOL,
Balanced Growth,Listed equity,FINANCE STREET A (HK-C),BD5CMG1,SEDOL,
Balanced Growth,Listed equity,FINECOBANK,BNGN9Z1,SEDOL,
Balanced Growth,Listed equity,FIREFLY METALS LTD COMMON STOCK AUD 0,BPDXXB2,SEDOL,
Balanced Growth,Listed equity,FIRST ABU DHABI BANK,6624471,SEDOL,
Balanced Growth,Listed equity,FIRST BROTHERS CO LTD COMMON STOCK JPY,BVGCSW4,SEDOL,
Balanced Growth,Listed equity,FIRST QUANTUM MINERALS,2347608,SEDOL,
Balanced Growth,Listed equity,FIRSTRAND,6606996,SEDOL,
Balanced Growth,Listed equity,FIRSTSERVICE CORP,BJMKSJ5,SEDOL,
Balanced Growth,Listed equity,FISERV,2342034,SEDOL,
Balanced Growth,Listed equity,FISHER & PAYKEL HEALTHCARE CORP,6423968,SEDOL,
Balanced Growth,Listed equity,FIT HOLDING CO LTD COMMON STOCK TWD 10,BFD2018,SEDOL,
Balanced Growth,Listed equity,FLEETPARTNERS GROUP LTD,BN7HDZ0,SEDOL,
Balanced Growth,Listed equity,FLETCHER BUILDING LTD,6341617,SEDOL,
Balanced Growth,Listed equity,FLIGHT CENTRE TRAVEL GROUP LTD,6352147,SEDOL,
Balanced Growth,Listed equity,FLUGHAFEN ZURICH,BYQ8481,SEDOL,
Balanced Growth,Listed equity,FOCUS MEDIA A (HK-C),BD5CND5,SEDOL,
Balanced Growth,Listed equity,FOMENTO ECONOMICO MEXICANO SAB DE CV ADR USD,2246039,SEDOL,
Balanced Growth,Listed equity,FORD OTOMOTIV SANAYI,B03MSR5,SEDOL,
Balanced Growth,Listed equity,FORTESCUE,6086253,SEDOL,
Balanced Growth,Listed equity,FORTINET,B5B2106,SEDOL,
Balanced Growth,Listed equity,FORTUNE BRANDS INNOV,B3MC7D6,SEDOL,
Balanced Growth,Listed equity,FOSUN INTL(CN),B1Z7FX0,SEDOL,
Balanced Growth,Listed equity,FOXCONN INDL A (HK-C),BG20N99,SEDOL,
Balanced Growth,Listed equity,FRANCO-NEVADA CORP COMMON STOCK,B29VF02,SEDOL,
Balanced Growth,Listed equity,FRAPORT,7107551,SEDOL,
Balanced Growth,Listed equity,FREEPORT MCMORAN B,2352118,SEDOL,
Balanced Growth,Listed equity,FUBON FINANCIAL HOLDING,6411673,SEDOL,
Balanced Growth,Listed equity,FUJI ELECTRIC CO,6356365,SEDOL,
Balanced Growth,Listed equity,FUJI FILM HOLDINGS CO,6356525,SEDOL,
Balanced Growth,Listed equity,FUJIKURA,6356707,SEDOL,
Balanced Growth,Listed equity,FUJITSU,6356945,SEDOL,
Balanced Growth,Listed equity,FUTURE LAND HLD A (HK-C),BZ3F6M0,SEDOL,
Balanced Growth,Listed equity,FUYAO GLASS IND GRP H,BWGCFG4,SEDOL,
Balanced Growth,Listed equity,FUYAO GROUP A (HK-C),BP3R6K4,SEDOL,
Balanced Growth,Listed equity,G8 EDUCATION LIMITED,B296314,SEDOL,
Balanced Growth,Listed equity,GALAXY ENTERTAINMENT GRP,6465874,SEDOL,
Balanced Growth,Listed equity,GALLAGHER (ARTHUR J.),2359506,SEDOL,
Balanced Growth,Listed equity,GALP ENERGIA SGPS B,B1FW751,SEDOL,
Balanced Growth,Listed equity,GARTNER,2372763,SEDOL,
Balanced Growth,Listed equity,GE HEALTHCARE TECHNOLOGIES INC COMMON STOCK USD 0.01,BL6JPG8,SEDOL,
Balanced Growth,Listed equity,GEA GROUP,4557104,SEDOL,
Balanced Growth,Listed equity,GEELY AUTOMOBILE HLDGS,6531827,SEDOL,
Balanced Growth,Listed equity,GEN DIGITAL,BJN4XN5,SEDOL,
Balanced Growth,Listed equity,GENERAL INSURANCE CORP OF INDIA COMMON STOCK INR 5,BZ0XK69,SEDOL,
Balanced Growth,Listed equity,GENERAL MILLS,2367026,SEDOL,
Balanced Growth,Listed equity,GENERAL MOTORS,B665KZ5,SEDOL,
Balanced Growth,Listed equity,GENESIS MINERALS LTD,B23G0X1,SEDOL,
Balanced Growth,Listed equity,GENIMOUS TECHNOLOGY CO LTD COMMON STOCK CNY 1,BD5CQC5,SEDOL,
Balanced Growth,Listed equity,GENMAB,4595739,SEDOL,
Balanced Growth,Listed equity,GENTING,B1VXJL8,SEDOL,
Balanced Growth,Listed equity,GENTING SINGAPORE,BDRTVP2,SEDOL,
Balanced Growth,Listed equity,GENTRACK GROUP LTD,BNJZLK3,SEDOL,
Balanced Growth,Listed equity,GERDAU PN,2645517,SEDOL,
Balanced Growth,Listed equity,GETLINK,B292JQ9,SEDOL,
Balanced Growth,Listed equity,GF SECURITIES A (HK-C),BD5CQ36,SEDOL,
Balanced Growth,Listed equity,GF SECURITIES CO H,BW4NKK8,SEDOL,
Balanced Growth,Listed equity,GIGA DEVICE SC A (HK-C),BHWLWF8,SEDOL,
Balanced Growth,Listed equity,GILDAN ACTIVEWEAR,2254645,SEDOL,
Balanced Growth,Listed equity,GILEAD SCIENCES,2369174,SEDOL,
Balanced Growth,Listed equity,GIORDANO INTERNATIONAL LTD COMMON STOCK HKD 0.05,6282040,SEDOL,
Balanced Growth,Listed equity,GIVAUDAN,5980613,SEDOL,
Balanced Growth,Listed equity,GLENCORE,B4T3BW6,SEDOL,
Balanced Growth,Listed equity,GLOBAL PAYMENTS,2712013,SEDOL,
Balanced Growth,Listed equity,GLOBANT,BP40HF4,SEDOL,
Balanced Growth,Listed equity,GLOBE LIFE,BK6YKG1,SEDOL,
Balanced Growth,Listed equity,GLOBE TELECOM,6284864,SEDOL,
Balanced Growth,Listed equity,GMR AIRPORTS,B192HJ1,SEDOL,
Balanced Growth,Listed equity,GODADDY A,BWFRFC6,SEDOL,
Balanced Growth,Listed equity,GOLD FIELDS LTD ADR USD,2416326,SEDOL,
Balanced Growth,Listed equity,GOLD ROAD RESOURCES LTD,B15F5K1,SEDOL,
Balanced Growth,Listed equity,GOLDCUP ELECTRIC APPARATUS CO LTD COMMON STOCK CNY 1,BD73MC8,SEDOL,
Balanced Growth,Listed equity,GOLDMAN SACHS GROUP,2407966,SEDOL,
Balanced Growth,Listed equity,GOLDWIND SCIENCE A(HK-C),BD5CQ58,SEDOL,
Balanced Growth,Listed equity,GQG PARTNERS INC CDI AUD,BN469H4,SEDOL,
Balanced Growth,Listed equity,GR ENGINEERING SERVICES LTD COMMON STOCK AUD 0,B62LMX9,SEDOL,
Balanced Growth,Listed equity,GRAB HOLDINGS LTD COMMON STOCK USD 0.000001,BP6NH40,SEDOL,
Balanced Growth,Listed equity,GRAINCORP LTD A,6102331,SEDOL,
Balanced Growth,Listed equity,GRAINGER (WW),2380863,SEDOL,
Balanced Growth,Listed equity,GRANGE RESOURCES LTD,6135876,SEDOL,
Balanced Growth,Listed equity,GREAT WALL MOTOR H,6718255,SEDOL,
Balanced Growth,Listed equity,GREAT-WEST LIFECO,2384951,SEDOL,
Balanced Growth,Listed equity,GREE ELECT APPL A (HK-C),BD5CPN9,SEDOL,
Balanced Growth,Listed equity,GREENTOWN CHINA HLDGS,B17N9P6,SEDOL,
Balanced Growth,Listed equity,GROUPE BRUXELLES LAMBERT,7097328,SEDOL,
Balanced Growth,Listed equity,GRUMA B,2392545,SEDOL,
Balanced Growth,Listed equity,GRUPO AERO CENTRO NOR. B,B1KFX13,SEDOL,
Balanced Growth,Listed equity,GRUPO AEROP PACIFICO B,B0ZV104,SEDOL,
Balanced Growth,Listed equity,GRUPO AEROPORTUARIO B,2639349,SEDOL,
Balanced Growth,Listed equity,GRUPO BIMBO A,2392471,SEDOL,
Balanced Growth,Listed equity,GRUPO FIN BANORTE O,2421041,SEDOL,
Balanced Growth,Listed equity,GRUPO FIN INBURSA O,2822398,SEDOL,
Balanced Growth,Listed equity,GRUPO FINANCIERO GALICIA SA ADR USD,2613570,SEDOL,
Balanced Growth,Listed equity,GRUPO MEXICO B,2643674,SEDOL,
Balanced Growth,Listed equity,GRUPO SUPERVIELLE SA ADR USD,BYZJRN1,SEDOL,
Balanced Growth,Listed equity,GRUPO TELEVISA SAB ADR USD 0,2399450,SEDOL,
Balanced Growth,Listed equity,GS HOLDINGS CORP,B01RJV3,SEDOL,
Balanced Growth,Listed equity,GS HOLDINGS CORP PREFERENCE KRW 5000,B02FVX2,SEDOL,
Balanced Growth,Listed equity,GS P&L CO LTD COMMON STOCK KRW 1000,BR4ZLQ2,SEDOL,
Balanced Growth,Listed equity,GS RETAIL,B7F9Q79,SEDOL,
Balanced Growth,Listed equity,GSK,BN7SWP6,SEDOL,
Balanced Growth,Listed equity,GUANGDONG HAID GROUP CO LTD COMMON STOCK CNY 1,BD5CJ60,SEDOL,
Balanced Growth,Listed equity,GUANGZHOU R&F PROP H,B19H8Y8,SEDOL,
Balanced Growth,Listed equity,GUOSEN SEC CO A (HK-C),BD5CPR3,SEDOL,
Balanced Growth,Listed equity,GUOTAI JUNAN SEC CO H,BD4GT29,SEDOL,
Balanced Growth,Listed equity,GUZMAN Y GOMEZ LTD,BSLTT82,SEDOL,
Balanced Growth,Listed equity,GWA GROUP LTD,6392949,SEDOL,
Balanced Growth,Listed equity,HAIER SMART HOME CO H,BLD4QD0,SEDOL,
Balanced Growth,Listed equity,HALFORDS GROUP PLC COMMON STOCK GBP 1,B012TP2,SEDOL,
Balanced Growth,Listed equity,HANA FINANCIAL HOLDINGS,B0RNRF5,SEDOL,
Balanced Growth,Listed equity,HANKOOK TIRE & TECH,B7T5KQ0,SEDOL,
Balanced Growth,Listed equity,HANMI PHARM CO LTD COMMON STOCK KRW 2500,B613DJ9,SEDOL,
Balanced Growth,Listed equity,HANMI SEMICONDUCTOR CO,B0CSXQ8,SEDOL,
Balanced Growth,Listed equity,HANNOVER RUECK,4511809,SEDOL,
Balanced Growth,Listed equity,HANSOH PHARMACEUTICAL,BJYKB72,SEDOL,
Balanced Growth,Listed equity,HANWHA AEROSPACE,6772671,SEDOL,
Balanced Growth,Listed equity,HANWHA CORP,6496755,SEDOL,
Balanced Growth,Listed equity,HANWHA LIFE INSURANCE CO LTD COMMON STOCK KRW 5000,B62B9W7,SEDOL,
Balanced Growth,Listed equity,HANWHA SOLUTIONS,6407768,SEDOL,
Balanced Growth,Listed equity,HARDIE (JAMES) IND CDI,B60QWJ2,SEDOL,
Balanced Growth,Listed equity,HARTFORD FINANCIAL SVCS,2476193,SEDOL,
Balanced Growth,Listed equity,HARVEY NORMAN HLDGS LTD,6173508,SEDOL,
Balanced Growth,Listed equity,HCA HOLDINGS,B4MGBG6,SEDOL,
Balanced Growth,Listed equity,HCL TECHNOLOGIES,6294896,SEDOL,
Balanced Growth,Listed equity,HD HYUNDAI,BD4HFT1,SEDOL,
Balanced Growth,Listed equity,HD HYUNDAI MARINE SOLUTION CO LTD COMMON STOCK KRW 500,BRJRZT4,SEDOL,
Balanced Growth,Listed equity,HD KOREA SHIPBUILDING,6446620,SEDOL,
Balanced Growth,Listed equity,HDFC ASSET MANAGEMENT,BG0R3M5,SEDOL,
Balanced Growth,Listed equity,HDFC BANK,BK1N461,SEDOL,
Balanced Growth,Listed equity,HDFC BANK LTD ADR USD,2781648,SEDOL,
Balanced Growth,Listed equity,HEALIUS LTD,BFZYRL1,SEDOL,
Balanced Growth,Listed equity,HEICO CORP A,2237561,SEDOL,
Balanced Growth,Listed equity,HEIDELBERG MATERIALS,5120679,SEDOL,
Balanced Growth,Listed equity,HEINEKEN HOLDING,B0CCH46,SEDOL,
Balanced Growth,Listed equity,HELIA GROUP LTD,BP5HL07,SEDOL,
Balanced Growth,Listed equity,HELLENIQ ENERGY HOLDINGS S.A. COMMON STOCK EUR 2.18,5475658,SEDOL,
Balanced Growth,Listed equity,HELLO GROUP A ADR,BM9STM3,SEDOL,
Balanced Growth,Listed equity,HENNES & MAURITZ B,5687431,SEDOL,
Balanced Growth,Listed equity,HENRY (JACK) & ASSOCIATE,2469193,SEDOL,
Balanced Growth,Listed equity,HERMES INTERNATIONAL,5253973,SEDOL,
Balanced Growth,Listed equity,HERO MOTOCORP,6327327,SEDOL,
Balanced Growth,Listed equity,HEWLETT PACKARD ENT CO,BYVYWS0,SEDOL,
Balanced Growth,Listed equity,HILTON WORLDWIDE HLDGS,BYVMW06,SEDOL,
Balanced Growth,Listed equity,HINDALCO INDUSTRIES,B0GWF48,SEDOL,
Balanced Growth,Listed equity,HINDUSTAN AERONAUTICS,BR56KD4,SEDOL,
Balanced Growth,Listed equity,HINDUSTAN UNILEVER,6261674,SEDOL,
Balanced Growth,Listed equity,HISENSE HOME APPL GRP H,6391935,SEDOL,
Balanced Growth,Listed equity,HISENSE VISUAL A (HK-C),BP3R7F6,SEDOL,
Balanced Growth,Listed equity,HITACHI,6429104,SEDOL,
Balanced Growth,Listed equity,HLA GROUP CORP A (HK-C),BS7K3T8,SEDOL,
Balanced Growth,Listed equity,HMM,6405869,SEDOL,
Balanced Growth,Listed equity,HOKURIKU ELECTRIC POWER,6433127,SEDOL,
Balanced Growth,Listed equity,HOLCIM,7110753,SEDOL,
Balanced Growth,Listed equity,HOLOGIC,2433530,SEDOL,
Balanced Growth,Listed equity,HOME DEPOT,2434209,SEDOL,
Balanced Growth,Listed equity,HON HAI PRECISION IND CO,6438564,SEDOL,
Balanced Growth,Listed equity,HONDA MOTOR CO,6435145,SEDOL,
Balanced Growth,Listed equity,HONDA MOTOR CO LTD ADR USD,2435279,SEDOL,
Balanced Growth,Listed equity,HONG LEONG BANK,6436892,SEDOL,
Balanced Growth,Listed equity,HONG LEONG FINANCIAL GRP,6436450,SEDOL,
Balanced Growth,Listed equity,HONGKONG EXCH & CLEARING,6267359,SEDOL,
Balanced Growth,Listed equity,HOPSON DEVELOPMENT HOLDINGS LTD COMMON STOCK HKD 0.1,BMXJW56,SEDOL,
Balanced Growth,Listed equity,HORIZON ROBOTICS INC COMMON STOCK HKD 0.0000025,BS5YNY7,SEDOL,
Balanced Growth,Listed equity,HORTON (DR),2250687,SEDOL,
Balanced Growth,Listed equity,HOWMET AEROSPACE,BKLJ8V2,SEDOL,
Balanced Growth,Listed equity,HOYA CORP,6441506,SEDOL,
Balanced Growth,Listed equity,HP,BYX4D52,SEDOL,
Balanced Growth,Listed equity,HSBC HOLDINGS PLC COMMON STOCK GBP 0.5,540528,SEDOL,
Balanced Growth,Listed equity,HUAIBEI MINING A (HK-C),BS7K376,SEDOL,
Balanced Growth,Listed equity,HUATAI SECURITIES CO H,BWVFT00,SEDOL,
Balanced Growth,Listed equity,HUAXIA BANK A (HK-C),BP3R2T5,SEDOL,
Balanced Growth,Listed equity,HUB24 LIMITED,BD4T5X1,SEDOL,
Balanced Growth,Listed equity,HYDRO ONE,BYYXJY9,SEDOL,
Balanced Growth,Listed equity,HYPERMARCAS ON,B2QY968,SEDOL,
Balanced Growth,Listed equity,HYUNDAI GLOVIS CO,B0V3XR5,SEDOL,
Balanced Growth,Listed equity,HYUNDAI MARINE & FIRE,B01LXY6,SEDOL,
Balanced Growth,Listed equity,HYUNDAI MOBIS,6449544,SEDOL,
Balanced Growth,Listed equity,HYUNDAI MOTOR CO,6451055,SEDOL,
Balanced Growth,Listed equity,HYUNDAI MOTOR CO PREF,6451022,SEDOL,
Balanced Growth,Listed equity,HYUNDAI MOTOR CO PREF 2,6148272,SEDOL,
Balanced Growth,Listed equity,HYUNDAI ROTEM,BFPM3C8,SEDOL,
Balanced Growth,Listed equity,HYUNDAI STEEL CO,6461850,SEDOL,
Balanced Growth,Listed equity,IBM CORP,2005973,SEDOL,
Balanced Growth,Listed equity,ICBC A (HK-C),BP3R217,SEDOL,
Balanced Growth,Listed equity,ICBC H,B1G1QD8,SEDOL,
Balanced Growth,Listed equity,ICICI BANK,BSZ2BY7,SEDOL,
Balanced Growth,Listed equity,ICL GROUP,6455530,SEDOL,
Balanced Growth,Listed equity,ICTSI INTL CONTAINER,6455819,SEDOL,
Balanced Growth,Listed equity,IDEMITSU KOSAN CO,B1FF8P7,SEDOL,
Balanced Growth,Listed equity,IDEXX LABORATORIES,2459202,SEDOL,
Balanced Growth,Listed equity,IDFC FIRST BANK,BYWZNK1,SEDOL,
Balanced Growth,Listed equity,IDP EDUCATION,BDB6DD1,SEDOL,
Balanced Growth,Listed equity,IGO,6439567,SEDOL,
Balanced Growth,Listed equity,IHH HEALTHCARE,B83X6P8,SEDOL,
Balanced Growth,Listed equity,IHI CORP COMMON STOCK JPY,6466985,SEDOL,
Balanced Growth,Listed equity,IINO KAIUN KAISHA LTD COMMON STOCK JPY,6457008,SEDOL,
Balanced Growth,Listed equity,ILLINOIS TOOL WORKS,2457552,SEDOL,
Balanced Growth,Listed equity,ILUKA RESOURCES LTD,6957575,SEDOL,
Balanced Growth,Listed equity,IMDEX LIMITED,6462154,SEDOL,
Balanced Growth,Listed equity,IMPEDIMED LTD COMMON STOCK AUD 0,B282M83,SEDOL,
Balanced Growth,Listed equity,IMPERIAL OIL,2454241,SEDOL,
Balanced Growth,Listed equity,INCITEC PIVOT,6673042,SEDOL,
Balanced Growth,Listed equity,INCYTE CORP,2471950,SEDOL,
Balanced Growth,Listed equity,INDAH KIAT PULP & PAPER,6462422,SEDOL,
Balanced Growth,Listed equity,INDITEX,BP9DL90,SEDOL,
Balanced Growth,Listed equity,INDO TAMBANGRAYA MEGAH TBK PT COMMON STOCK IDR 500,B29SK75,SEDOL,
Balanced Growth,Listed equity,INDOFOOD CBP SUKSES,B4LD3M8,SEDOL,
Balanced Growth,Listed equity,INDOFOOD SUKSES MAKMUR,6283979,SEDOL,
Balanced Growth,Listed equity,INDORAMA VENTURES PCL FOREIGN SH. THB 1,B5V4S12,SEDOL,
Balanced Growth,Listed equity,INDUSTRIA DE DISENO TEXTIL SA ADR USD,B3L4YX2,SEDOL,
Balanced Growth,Listed equity,INDUSTRIAL BANK A (HK-C),BP3R295,SEDOL,
Balanced Growth,Listed equity,INDUSTRIAL BANK OF KOREA,6462972,SEDOL,
Balanced Growth,Listed equity,INDUSTRIAL SEC A (HK-C),BP3R5B8,SEDOL,
Balanced Growth,Listed equity,INDUSTRIES QATAR,6673570,SEDOL,
Balanced Growth,Listed equity,INDUSTRIVARDEN C,B1VSK54,SEDOL,
Balanced Growth,Listed equity,INFO EDGE (INDIA),B1685L0,SEDOL,
Balanced Growth,Listed equity,INFOMEDIA LTD,6268095,SEDOL,
Balanced Growth,Listed equity,INFOSYS,6205122,SEDOL,
Balanced Growth,Listed equity,INFRASTRUTTURE WIRELESS ITALIANE SPA COMMON STOCK EUR 0,BZ0P4R4,SEDOL,
Balanced Growth,Listed equity,ING GROEP,BZ57390,SEDOL,
Balanced Growth,Listed equity,ING GROEP NV ADR USD,2452643,SEDOL,
Balanced Growth,Listed equity,INGHAMS GROUP LTD,BZCNHW2,SEDOL,
Balanced Growth,Listed equity,INNER MONGOL ER A (HK-C),BP3RH89,SEDOL,
Balanced Growth,Listed equity,INNER MONGOLIA YITAI B,6019011,SEDOL,
Balanced Growth,Listed equity,INNOVENT BIOLOGICS,BGR6KX5,SEDOL,
Balanced Growth,Listed equity,INPEX CORP,B10RB15,SEDOL,
Balanced Growth,Listed equity,INSURANCE AUSTRALIA GRP,6271026,SEDOL,
Balanced Growth,Listed equity,INTACT FINANCIAL,B04YJV1,SEDOL,
Balanced Growth,Listed equity,INTEGRAL DIAGNOSTICS LIMITED,BYV2ZK7,SEDOL,
Balanced Growth,Listed equity,INTELLIGENT MONITORING GROUP LTD COMMON STOCK AUD 0,BMF19D7,SEDOL,
Balanced Growth,Listed equity,INTERCONEXION ELEC (NEW),2205706,SEDOL,
Balanced Growth,Listed equity,INTERCONTINENTAL EXCH,BFSSDS9,SEDOL,
Balanced Growth,Listed equity,INTERCONTINENTAL HOTELS,BHJYC05,SEDOL,
Balanced Growth,Listed equity,INTERGLOBE AVIATION,BYYZ7D0,SEDOL,
Balanced Growth,Listed equity,INTERNATIONAL HOLDING CO PJSC COMMON STOCK AED 1,B1K9VV1,SEDOL,
Balanced Growth,Listed equity,INTERTEK GROUP,3163836,SEDOL,
Balanced Growth,Listed equity,INTESA SANPAOLO,4076836,SEDOL,
Balanced Growth,Listed equity,INTESA SANPAOLO SPA ADR USD,B1M98R4,SEDOL,
Balanced Growth,Listed equity,INTUIT,2459020,SEDOL,
Balanced Growth,Listed equity,INTUITIVE SURGICAL,2871301,SEDOL,
Balanced Growth,Listed equity,INVESTEC LTD COMMON STOCK ZAR 0.02,B17BBR6,SEDOL,
Balanced Growth,Listed equity,INVESTOR B,BMV7PQ4,SEDOL,
Balanced Growth,Listed equity,IPH LIMITED,BS7K5S1,SEDOL,
Balanced Growth,Listed equity,IPSEN,B0R7JF1,SEDOL,
Balanced Growth,Listed equity,IQIYI ADR A,BYWT1W1,SEDOL,
Balanced Growth,Listed equity,IQVIA HOLDINGS,BDR73G1,SEDOL,
Balanced Growth,Listed equity,ISHARES CORE MSCI CHINA ETF ETP HKD,6423247,SEDOL,
Balanced Growth,Listed equity,ISHARES CORE S&P 500 ETF ETP USD,2593025,SEDOL,
Balanced Growth,Listed equity,ISHARES MSCI CHINA ETF ETP USD,B5LX1Z4,SEDOL,
Balanced Growth,Listed equity,ISRAEL DISCOUNT BANK,6451271,SEDOL,
Balanced Growth,Listed equity,ISUZU MOTORS,6467104,SEDOL,
Balanced Growth,Listed equity,ITALGAS,BD2Z8S7,SEDOL,
Balanced Growth,Listed equity,ITAU UNIBANCO HOLDING SA ADR USD 0,2849739,SEDOL,
Balanced Growth,Listed equity,ITAU UNIBANCO PN,B037HR3,SEDOL,
Balanced Growth,Listed equity,ITOCHU CORP,6467803,SEDOL,
Balanced Growth,Listed equity,ITURAN LOCATION AND CONTROL LTD COMMON STOCK USD 0.333333,B0LNCS9,SEDOL,
Balanced Growth,Listed equity,JABIL CIRCUIT,2471789,SEDOL,
Balanced Growth,Listed equity,JACKSON FINANCIAL INC COMMON STOCK USD 0.01,BMFX6P4,SEDOL,
Balanced Growth,Listed equity,JAPAN EXCHANGE GROUP,6743882,SEDOL,
Balanced Growth,Listed equity,JAPAN POST BANK CO,BYT8165,SEDOL,
Balanced Growth,Listed equity,JAPAN POST HOLDINGS CO,BYT8143,SEDOL,
Balanced Growth,Listed equity,JAPAN POST INSURANCE CO,BYT8154,SEDOL,
Balanced Growth,Listed equity,JARDINE MATHESON (USD),6472119,SEDOL,
Balanced Growth,Listed equity,JB HI-FI,6702623,SEDOL,
Balanced Growth,Listed equity,JBS ON,B1V74X7,SEDOL,
Balanced Growth,Listed equity,JD LOGISTICS INC COMMON STOCK HKD 0.000025,BNMBPD9,SEDOL,
Balanced Growth,Listed equity,JD SPORTS FASHION PLC COMMON STOCK GBP,BM8Q5M0,SEDOL,
Balanced Growth,Listed equity,JD.COM (HK),BKPQZT6,SEDOL,
Balanced Growth,Listed equity,JD.COM ADR,BMM27D9,SEDOL,
Balanced Growth,Listed equity,JG SUMMIT HOLDINGS,6466457,SEDOL,
Balanced Growth,Listed equity,JIANGLING MOTORS CORP LTD COMMON STOCK CNY 1,BD5M272,SEDOL,
Balanced Growth,Listed equity,JIANGSU CHANGS A (HK-C),BFF1Z18,SEDOL,
Balanced Growth,Listed equity,JIANGSU EXPRESSWAY CO H,6005504,SEDOL,
Balanced Growth,Listed equity,JIANGSU HENGRUI A (HK-C),BP3R369,SEDOL,
Balanced Growth,Listed equity,JIANGSU KANION PHARMACEUTICAL CO LTD COMMON STOCK CNY 1,BP3R7P6,SEDOL,
Balanced Growth,Listed equity,JIANGXI COPPER CO H,6000305,SEDOL,
Balanced Growth,Listed equity,JOBY AVIATION INC COMMON STOCK USD 0.0001,BMCRLL0,SEDOL,
Balanced Growth,Listed equity,JOHNSON & JOHNSON,2475833,SEDOL,
