Option Name,Asset Class Name,Name/Kind of Investment Item,Stock ID,ID_Type,Listed Country
Balanced Growth,Listed equity,OPEN TEXT CORP,2260824,SEDOL,
Balanced Growth,Listed equity,OPEN TEXT CORP COMMON STOCK EUR 0,2655657,SEDOL,
Balanced Growth,Listed equity,ORA BANDA MINING LTD COMMON STOCK AUD 0,BKDX544,SEDOL,
Balanced Growth,Listed equity,ORACLE CORP,2661568,SEDOL,
Balanced Growth,Listed equity,ORANGE,5176177,SEDOL,
Balanced Growth,Listed equity,ORBIA ADVANCE CORP,BH3T8K8,SEDOL,
Balanced Growth,Listed equity,ORICA,6458001,SEDOL,
Balanced Growth,Listed equity,ORIENT OVERSEAS (CN),6659116,SEDOL,
Balanced Growth,Listed equity,ORIGIN ENERGY,6214861,SEDOL,
Balanced Growth,Listed equity,ORION CORP (NEW),BDVLJ72,SEDOL,
Balanced Growth,Listed equity,ORIX CORP,6661144,SEDOL,
Balanced Growth,Listed equity,ORIX CORP ADR USD 0,2402444,SEDOL,
Balanced Growth,Listed equity,ORORA LIMITED,BH4TCW7,SEDOL,
Balanced Growth,Listed equity,OSAKA GAS CO,6661768,SEDOL,
Balanced Growth,Listed equity,OTE HELLENIC TELECOM,5051605,SEDOL,
Balanced Growth,Listed equity,OTIS WORLDWIDE,BK531S8,SEDOL,
Balanced Growth,Listed equity,OTP BANK,7320154,SEDOL,
Balanced Growth,Listed equity,OTSUKA CORP,6267058,SEDOL,
Balanced Growth,Listed equity,OTSUKA HOLDINGS CO,B5LTM93,SEDOL,
Balanced Growth,Listed equity,OURPALM CO LTD COMMON STOCK CNY 1,BD5CMR2,SEDOL,
Balanced Growth,Listed equity,OVINTIV(US),BJ01KB6,SEDOL,
Balanced Growth,Listed equity,OWENS CORNING,B1FW7Q2,SEDOL,
Balanced Growth,Listed equity,P G & E CORP,2689560,SEDOL,
Balanced Growth,Listed equity,PAKISTAN OILFIELDS LTD COMMON STOCK PKR 10,6677141,SEDOL,
Balanced Growth,Listed equity,PALADIN ENERGY LTD.,6668468,SEDOL,
Balanced Growth,Listed equity,PALANTIR TECHNOLOGIES INC COMMON STOCK USD 0.001,BN78DQ4,SEDOL,
Balanced Growth,Listed equity,PAN PACIFIC INTL HLDGS,6269861,SEDOL,
Balanced Growth,Listed equity,PANASONIC HOLDINGS CORP,6572707,SEDOL,
Balanced Growth,Listed equity,PANDORA,B44XTX8,SEDOL,
Balanced Growth,Listed equity,PARADE TECHNOLOGIES,B6RV676,SEDOL,
Balanced Growth,Listed equity,PARKER HANNIFIN CORP,2671501,SEDOL,
Balanced Growth,Listed equity,PARKLAND CORP/CANADA,BLFHPV8,SEDOL,
Balanced Growth,Listed equity,PATANJALI FOODS LTD COMMON STOCK INR 2,BKVLFJ5,SEDOL,
Balanced Growth,Listed equity,PATRIA INVESTMENTS LTD COMMON STOCK USD 0.0001,BMXYHQ7,SEDOL,
Balanced Growth,Listed equity,PATTINSON (WASHINGTON),6821807,SEDOL,
Balanced Growth,Listed equity,PAYPAL HOLDINGS,BYW36M8,SEDOL,
Balanced Growth,Listed equity,PB FINTECH,BP4DVR3,SEDOL,
Balanced Growth,Listed equity,PDD HOLDINGS A ADR,BYVW0F7,SEDOL,
Balanced Growth,Listed equity,PEET LTD COMMON STOCK AUD 0,B01QLP8,SEDOL,
Balanced Growth,Listed equity,PEGATRON,B4PLX17,SEDOL,
Balanced Growth,Listed equity,PEOPLE'S INSURANCE CO H,B8RZJZ1,SEDOL,
Balanced Growth,Listed equity,PEPCO GROUP(PL),BMXNYN0,SEDOL,
Balanced Growth,Listed equity,PEPKOR HOLDINGS LTD COMMON STOCK ZAR,BFXG366,SEDOL,
Balanced Growth,Listed equity,PEPPER MONEY LTD/AUSTRALIA COMMON STOCK AUD,BMBPP68,SEDOL,
Balanced Growth,Listed equity,PEPSICO,2681511,SEDOL,
Balanced Growth,Listed equity,PERENTI LTD,BKRKNV4,SEDOL,
Balanced Growth,Listed equity,PERNOD RICARD,4682329,SEDOL,
Balanced Growth,Listed equity,PERSEUS MINING LIMITED,B02FBC1,SEDOL,
Balanced Growth,Listed equity,PETROBRAS ON,2682365,SEDOL,
Balanced Growth,Listed equity,PETROBRAS PN,2684532,SEDOL,
Balanced Growth,Listed equity,PETROCHINA CO H,6226576,SEDOL,
Balanced Growth,Listed equity,PETROLEO BRASILEIRO SA ADR USD,2616580,SEDOL,
Balanced Growth,Listed equity,PETRONAS GAS,6703972,SEDOL,
Balanced Growth,Listed equity,PEXA GROUP LTD,BMD0WJ3,SEDOL,
Balanced Growth,Listed equity,PHOSAGRO PJSC GDR RUB,BLNM708,SEDOL,
Balanced Growth,Listed equity,PICC PPTY & CASUALTY H,6706250,SEDOL,
Balanced Growth,Listed equity,PILBARA MINERALS,B2368L5,SEDOL,
Balanced Growth,Listed equity,PING AN BANK CO A (HK-C),BD5CPS4,SEDOL,
Balanced Growth,Listed equity,PING AN INSURANCE H,B01FLR7,SEDOL,
Balanced Growth,Listed equity,PINNACLE INVESTMENT MANAGEMENT GROUP LIMITED,BD0F7H1,SEDOL,
Balanced Growth,Listed equity,PINTEREST A,BJ2Z0H2,SEDOL,
Balanced Growth,Listed equity,PIRAEUS FINANCIAL HLDGS,BNC0DB0,SEDOL,
Balanced Growth,Listed equity,PKO BANK POLSKI,B03NGS5,SEDOL,
Balanced Growth,Listed equity,PLATINUM ASSET MANAGEMENT LIMITED,B1XK7G8,SEDOL,
Balanced Growth,Listed equity,PLDT,BDGN274,SEDOL,
Balanced Growth,Listed equity,POLSKA GRUPA ENER,B544PW9,SEDOL,
Balanced Growth,Listed equity,POLSKI KONCERN NAF ORLEN,5810066,SEDOL,
Balanced Growth,Listed equity,POLY PROPERTY GROUP CO LTD COMMON STOCK HKD 0,6220987,SEDOL,
Balanced Growth,Listed equity,PORTO SEGURO ON,B0498T7,SEDOL,
Balanced Growth,Listed equity,POSCO DX COMPANY,B123VB1,SEDOL,
Balanced Growth,Listed equity,POSCO HOLDINGS,6693233,SEDOL,
Balanced Growth,Listed equity,POSTAL SAVINGS BANK H,BD8GL18,SEDOL,
Balanced Growth,Listed equity,POSTE ITALIANE,BYYN701,SEDOL,
Balanced Growth,Listed equity,POU CHEN CORP,6696157,SEDOL,
Balanced Growth,Listed equity,POWER CORP OF CANADA,2697701,SEDOL,
Balanced Growth,Listed equity,POWER FINANCE CORP,B1S7225,SEDOL,
Balanced Growth,Listed equity,POWER GRID CORP OF INDIA,B233HS6,SEDOL,
Balanced Growth,Listed equity,POWERLONG REAL ESTATE HOLDINGS LTD COMMON STOCK HKD 0.01,B4LL9N5,SEDOL,
Balanced Growth,Listed equity,POWSZECHNY ZAKLAD UBEZP,B63DG21,SEDOL,
Balanced Growth,Listed equity,PPG INDUSTRIES,2698470,SEDOL,
Balanced Growth,Listed equity,PRAEMIUM LTD COMMON STOCK AUD 0,B13YTQ4,SEDOL,
Balanced Growth,Listed equity,PREMIER INVESTMENTS LTD,6699781,SEDOL,
Balanced Growth,Listed equity,PRESIDENT CHAIN STORE,6704986,SEDOL,
Balanced Growth,Listed equity,PRICE (T. ROWE) GROUP,2702337,SEDOL,
Balanced Growth,Listed equity,PRICE GROUP (MR),BYXW419,SEDOL,
Balanced Growth,Listed equity,PRIO ON,BYY0144,SEDOL,
Balanced Growth,Listed equity,PRO MEDICUS,6292782,SEDOL,
Balanced Growth,Listed equity,PROCTER & GAMBLE CO,2704407,SEDOL,
Balanced Growth,Listed equity,PROGRESSIVE CORP,2705024,SEDOL,
Balanced Growth,Listed equity,PROMOTORA Y OPER DE INFR,2393388,SEDOL,
Balanced Growth,Listed equity,PROSUS N,BJDS7L3,SEDOL,
Balanced Growth,Listed equity,PROTECTOR FORSIKRING ASA COMMON STOCK NOK 1,B182K93,SEDOL,
Balanced Growth,Listed equity,PRUDENTIAL,709954,SEDOL,
Balanced Growth,Listed equity,PRYSMIAN,B1W4V69,SEDOL,
Balanced Growth,Listed equity,PTT EXPLORATION & PRODUCTION PCL FOREIGN SH. THB 1,B1359J0,SEDOL,
Balanced Growth,Listed equity,PTT PCL FOREIGN SH. 1,BD0BDJ3,SEDOL,
Balanced Growth,Listed equity,PUBLIC BANK,B012W42,SEDOL,
Balanced Growth,Listed equity,PUBLIC SERVICE ENT GRP,2707677,SEDOL,
Balanced Growth,Listed equity,PULTEGROUP,2708841,SEDOL,
Balanced Growth,Listed equity,PURE STORAGE INC COMMON STOCK USD 0.0001,BYZ62T3,SEDOL,
Balanced Growth,Listed equity,QANTAS AIRWAYS,6710347,SEDOL,
Balanced Growth,Listed equity,QATAR NATIONAL BANK,6148197,SEDOL,
Balanced Growth,Listed equity,QBE INSURANCE GROUP,6715740,SEDOL,
Balanced Growth,Listed equity,QIFU TECHNOLOGY A ADR,BFMV9Y2,SEDOL,
Balanced Growth,Listed equity,QL RESOURCES,B00G234,SEDOL,
Balanced Growth,Listed equity,QORVO,BR9YYP4,SEDOL,
Balanced Growth,Listed equity,QUADIENT SA COMMON STOCK EUR 1,5617096,SEDOL,
Balanced Growth,Listed equity,QUALCOMM,2714923,SEDOL,
Balanced Growth,Listed equity,QUALITAS REAL ESTATE INCOME FUND,BGT0TD8,SEDOL,
Balanced Growth,Listed equity,QUANTA COMPUTER,6141011,SEDOL,
Balanced Growth,Listed equity,QUEBECOR B,2715777,SEDOL,
Balanced Growth,Listed equity,QUEST DIAGNOSTICS,2702791,SEDOL,
Balanced Growth,Listed equity,QUINENCO SA COMMON STOCK CLP 0,2712864,SEDOL,
Balanced Growth,Listed equity,RAIA DROGASIL ON,B7FQV64,SEDOL,
Balanced Growth,Listed equity,RAIZEN SA PREFERENCE BRL,BL66B27,SEDOL,
Balanced Growth,Listed equity,RAMELIUS RESOURCES LTD,6586872,SEDOL,
Balanced Growth,Listed equity,RAMSAY HEALTH CARE,6041995,SEDOL,
Balanced Growth,Listed equity,RANDSTAD NV,5228658,SEDOL,
Balanced Growth,Listed equity,RATIONAL,5910609,SEDOL,
Balanced Growth,Listed equity,RAYMOND JAMES FINANCIAL,2718992,SEDOL,
Balanced Growth,Listed equity,REA GROUP,6198578,SEDOL,
Balanced Growth,Listed equity,REALTEK SEMICONDUCTOR,6051422,SEDOL,
Balanced Growth,Listed equity,REC,B2Q7WL3,SEDOL,
Balanced Growth,Listed equity,RECRUIT HOLDINGS CO,BQRRZ00,SEDOL,
Balanced Growth,Listed equity,RED STAR MACALLINE GROUP CORP LTD COMMON STOCK CNY 1,BG139S0,SEDOL,
Balanced Growth,Listed equity,REDE DOR SAO LUIZ,BNDQ8P6,SEDOL,
Balanced Growth,Listed equity,REDOX LTD,BQ81P89,SEDOL,
Balanced Growth,Listed equity,REECE,6728801,SEDOL,
Balanced Growth,Listed equity,REGIONS FINANCIAL (NEW),B01R311,SEDOL,
Balanced Growth,Listed equity,REGIS HEALTHCARE LIMITED,BQV68F9,SEDOL,
Balanced Growth,Listed equity,REGIS RESOURCES LTD,6476542,SEDOL,
Balanced Growth,Listed equity,RELIANCE,2729068,SEDOL,
Balanced Growth,Listed equity,RELIANCE INDUSTRIES,6099626,SEDOL,
Balanced Growth,Listed equity,RELIANCE WORLDWIDE CORPORATION LIMITED,BD1DM79,SEDOL,
Balanced Growth,Listed equity,RELX (GB),B2B0DG9,SEDOL,
Balanced Growth,Listed equity,RELX PLC COMMON STOCK GBP 0.144397,BYWLC68,SEDOL,
Balanced Growth,Listed equity,RENESAS ELECTRONICS CORP,6635677,SEDOL,
Balanced Growth,Listed equity,REPSOL,5669354,SEDOL,
Balanced Growth,Listed equity,REPUBLIC SERVICES,2262530,SEDOL,
Balanced Growth,Listed equity,RESMED,2732903,SEDOL,
Balanced Growth,Listed equity,RESMED INC,6221667,SEDOL,
Balanced Growth,Listed equity,RESOLUTE MINING LTD,6410636,SEDOL,
Balanced Growth,Listed equity,RHB BANK,6244675,SEDOL,
Balanced Growth,Listed equity,RICHTER GEDEON,BC9ZH86,SEDOL,
Balanced Growth,Listed equity,RICOH CO,6738220,SEDOL,
Balanced Growth,Listed equity,RIDLEY CORPORATION LTD,6738929,SEDOL,
Balanced Growth,Listed equity,RIO TINTO LTD (AU),6220103,SEDOL,
Balanced Growth,Listed equity,RIO TINTO PLC (GB),718875,SEDOL,
Balanced Growth,Listed equity,RIO TINTO PLC ADR USD,2740434,SEDOL,
Balanced Growth,Listed equity,RISESUN REAL A (HK-C),BD5CMZ0,SEDOL,
Balanced Growth,Listed equity,RISO KAGAKU CORP COMMON STOCK JPY,6740849,SEDOL,
Balanced Growth,Listed equity,RIVIAN AUTOMOTIVE INC COMMON STOCK USD 0.001,BL98841,SEDOL,
Balanced Growth,Listed equity,RIYAD BANK,B12LZW4,SEDOL,
Balanced Growth,Listed equity,RIYADH CABLES GROUP CO COMMON STOCK SAR 10,BNBPXW7,SEDOL,
Balanced Growth,Listed equity,ROBLOX CORP A,BMWBC20,SEDOL,
Balanced Growth,Listed equity,ROCHE HOLDING GENUSS,7110388,SEDOL,
Balanced Growth,Listed equity,ROCKWOOL A/S COMMON STOCK DKK 10,4713490,SEDOL,
Balanced Growth,Listed equity,ROGERS COMMUNICATIONS B,2169051,SEDOL,
Balanced Growth,Listed equity,ROJANA INDUSTRIAL PARK PCL FOREIGN SH. THB 1,6708234,SEDOL,
Balanced Growth,Listed equity,ROKU A,BZ1LFG7,SEDOL,
Balanced Growth,Listed equity,ROLLS-ROYCE GROUP,B63H849,SEDOL,
Balanced Growth,Listed equity,ROSS STORES,2746711,SEDOL,
Balanced Growth,Listed equity,ROYALTY PHARMA PLC COMMON STOCK USD,BMVP7Y0,SEDOL,
Balanced Growth,Listed equity,RPM INTL,2756174,SEDOL,
Balanced Growth,Listed equity,RPMGLOBAL HOLDINGS LTD,B2RK006,SEDOL,
Balanced Growth,Listed equity,RUENTEX DEVELOPMENT CO LTD COMMON STOCK TWD 10,6748423,SEDOL,
Balanced Growth,Listed equity,RWE STAMM,4768962,SEDOL,
Balanced Growth,Listed equity,RYANAIR HOLDINGS PLC ADR USD,BYYN585,SEDOL,
Balanced Growth,Listed equity,S F HOLDING A (HK-C),BD73M39,SEDOL,
Balanced Growth,Listed equity,S&P GLOBAL,BYV2325,SEDOL,
Balanced Growth,Listed equity,SABANCI HLDG (HACI OMER),B03N0C7,SEDOL,
Balanced Growth,Listed equity,SABESP ON,B1YCHL8,SEDOL,
Balanced Growth,Listed equity,SAFE BULKERS INC COMMON STOCK USD 0.001,B39GTS0,SEDOL,
Balanced Growth,Listed equity,SAFRAN,B058TZ6,SEDOL,
Balanced Growth,Listed equity,SAFRAN SA ADR USD,B23WS79,SEDOL,
Balanced Growth,Listed equity,SAGE GROUP (THE),B8C3BL0,SEDOL,
Balanced Growth,Listed equity,SAIC MOTOR CORP A (HK-C),BP3R2D9,SEDOL,
Balanced Growth,Listed equity,SAINT-GOBAIN,7380482,SEDOL,
Balanced Growth,Listed equity,SALESFORCE,2310525,SEDOL,
Balanced Growth,Listed equity,SAMSARA A,BPK3058,SEDOL,
Balanced Growth,Listed equity,SAMSUNG C&T CORPORATION,BSXN8K7,SEDOL,
Balanced Growth,Listed equity,SAMSUNG CARD CO,B1WQQ48,SEDOL,
Balanced Growth,Listed equity,SAMSUNG ELECTRONICS CO,6771720,SEDOL,
Balanced Growth,Listed equity,SAMSUNG ELECTRONICS PREF,6773812,SEDOL,
Balanced Growth,Listed equity,SAMSUNG FIRE & MARINE,6155250,SEDOL,
Balanced Growth,Listed equity,SAMSUNG LIFE INSURANCE,B12C0T9,SEDOL,
Balanced Growth,Listed equity,SAMSUNG SDS CO,BRS2KY0,SEDOL,
Balanced Growth,Listed equity,SAMSUNG SECURITIES CO,6408448,SEDOL,
Balanced Growth,Listed equity,SANDFIRE RESOURCES LTD,6739739,SEDOL,
Balanced Growth,Listed equity,SANDVIK,B1VQ252,SEDOL,
Balanced Growth,Listed equity,SANLAM,B0L6750,SEDOL,
Balanced Growth,Listed equity,SANOFI,5671735,SEDOL,
Balanced Growth,Listed equity,SANOH INDUSTRIAL CO LTD COMMON STOCK JPY,6775807,SEDOL,
Balanced Growth,Listed equity,SANTANDER BANK POLSKA,7153639,SEDOL,
Balanced Growth,Listed equity,SANTOS,6776703,SEDOL,
Balanced Growth,Listed equity,SANYO SHOKAI LTD COMMON STOCK JPY,6776888,SEDOL,
Balanced Growth,Listed equity,SAP,4846288,SEDOL,
Balanced Growth,Listed equity,SASOL,6777450,SEDOL,
Balanced Growth,Listed equity,SAUDI ARAMCO,BJTM270,SEDOL,
Balanced Growth,Listed equity,SAUDI AWWAL BANK,B12LSY7,SEDOL,
Balanced Growth,Listed equity,SAUDI NATIONAL BANK,BSHYYN1,SEDOL,
Balanced Growth,Listed equity,SAUDI TADAWUL GROUP HLDG,BMZQ749,SEDOL,
Balanced Growth,Listed equity,SAXA INC COMMON STOCK JPY,6728975,SEDOL,
Balanced Growth,Listed equity,SBI LIFE INSURANCE CO,BZ60N32,SEDOL,
Balanced Growth,Listed equity,SCB X PCL FOREIGN SH. THB 10,BPH0717,SEDOL,
Balanced Growth,Listed equity,SCHNEIDER ELECTRIC,4834108,SEDOL,
Balanced Growth,Listed equity,SCHWAB (CHARLES) CORP,2779397,SEDOL,
Balanced Growth,Listed equity,SCOR,B1LB9P6,SEDOL,
Balanced Growth,Listed equity,SCOUT24,BYT9340,SEDOL,
Balanced Growth,Listed equity,SCSK CORP,6858474,SEDOL,
Balanced Growth,Listed equity,SDIC CAPITAL CO A (HK-C),BYYFJ78,SEDOL,
Balanced Growth,Listed equity,SEA A ADR,BYWD7L4,SEDOL,
Balanced Growth,Listed equity,SEAGATE TECHNOLOGY,BKVD2N4,SEDOL,
Balanced Growth,Listed equity,SEANERGY MARITIME HOLDINGS CORP COMMON STOCK USD,BMTY3S5,SEDOL,
Balanced Growth,Listed equity,SEAZEN GROUP,BMWYQP0,SEDOL,
Balanced Growth,Listed equity,SECURITAS B,5554041,SEDOL,
Balanced Growth,Listed equity,SEEK,B0767Y3,SEDOL,
Balanced Growth,Listed equity,SEI INVESTMENTS CO,2793610,SEDOL,
Balanced Growth,Listed equity,SEIKO EPSON CORPORATION,6616508,SEDOL,
Balanced Growth,Listed equity,SEKISUI CHEMICAL CO,6793821,SEDOL,
Balanced Growth,Listed equity,SELECT HARVESTS LTD,6260723,SEDOL,
Balanced Growth,Listed equity,SEMPRA ENERGY,2138158,SEDOL,
Balanced Growth,Listed equity,SEOYON E-HWA CO LTD COMMON STOCK KRW 500,BNGMV52,SEDOL,
Balanced Growth,Listed equity,SERCO GROUP PLC COMMON STOCK GBP 2,797379,SEDOL,
Balanced Growth,Listed equity,SERVICE STREAM LIMITED,B04KLG8,SEDOL,
Balanced Growth,Listed equity,SERVICENOW,B80NXX8,SEDOL,
Balanced Growth,Listed equity,SEVEN WEST MEDIA LTD,6949431,SEDOL,
Balanced Growth,Listed equity,SEVERN TRENT,B1FH8J7,SEDOL,
Balanced Growth,Listed equity,SGH LTD COMMON STOCK AUD 0,BR858V2,SEDOL,
Balanced Growth,Listed equity,SHAANXI COAL IND A(HK-C),BS7K5P8,SEDOL,
Balanced Growth,Listed equity,SHAANXI INTERNATIONAL TRUST CO LTD COMMON STOCK CNY 1,BD5CF84,SEDOL,
Balanced Growth,Listed equity,SHANDONG XINCHAO ENERGY CORP LTD COMMON STOCK CNY 1,BS7K3P4,SEDOL,
Balanced Growth,Listed equity,SHANGHAI BEITE TECHNOLOGY CO LTD COMMON STOCK CNY 1,BTFRHT6,SEDOL,
Balanced Growth,Listed equity,SHANGHAI CONST A (HK-C),BP3R6J3,SEDOL,
Balanced Growth,Listed equity,SHANGHAI INTL AI A(HK-C),BP3R4P5,SEDOL,
Balanced Growth,Listed equity,SHANGHAI PUDONG A (HK-C),BP3R2B7,SEDOL,
Balanced Growth,Listed equity,SHANGRI-LA ASIA LTD COMMON STOCK HKD 1,6771032,SEDOL,
Balanced Growth,Listed equity,SHELL,BP6MXD8,SEDOL,
Balanced Growth,Listed equity,SHENWAN HONGY A (HK-C),BD5CPV7,SEDOL,
Balanced Growth,Listed equity,SHENZHEN AISIDI CO LTD COMMON STOCK CNY 1,BD5CF95,SEDOL,
Balanced Growth,Listed equity,SHENZHEN INOVANC A(HK-C),BD5CMN8,SEDOL,
Balanced Growth,Listed equity,SHENZHEN INTL HOLDINGS,BJVBTY1,SEDOL,
Balanced Growth,Listed equity,SHENZHEN INVESTMENT,6535261,SEDOL,
Balanced Growth,Listed equity,SHENZHEN MINDRAY A(HK-C),BHQK864,SEDOL,
Balanced Growth,Listed equity,SHENZHEN TRANSSION HOLDINGS CO LTD COMMON STOCK CNY 1,BNR4NP1,SEDOL,
Balanced Growth,Listed equity,SHENZHOU INTERNATIONAL,B0MP1B0,SEDOL,
Balanced Growth,Listed equity,SHERWIN-WILLIAMS CO,2804211,SEDOL,
Balanced Growth,Listed equity,SHIN KONG FINL HLDGS,6452586,SEDOL,
Balanced Growth,Listed equity,SHINHAN FINANCIAL GROUP,6397502,SEDOL,
Balanced Growth,Listed equity,SHINSEGAE CO (NEW),6805049,SEDOL,
Balanced Growth,Listed equity,SHIONOGI & CO,6804682,SEDOL,
Balanced Growth,Listed equity,SHIZUOKA FINANCIAL GROUP INC COMMON STOCK JPY,BP38QJ6,SEDOL,
Balanced Growth,Listed equity,SHOPIFY A,BX865C7,SEDOL,
Balanced Growth,Listed equity,SHOPIFY INC COMMON STOCK CAD,BXDZ9Z0,SEDOL,
Balanced Growth,Listed equity,SHOPRITE HOLDINGS,6801575,SEDOL,
Balanced Growth,Listed equity,SHOUGANG FUSHAN RESOURCES GROUP LTD COMMON STOCK HKD 0,6354671,SEDOL,
Balanced Growth,Listed equity,SHRIRAM FINANCE,6802608,SEDOL,
Balanced Growth,Listed equity,SHUI ON LAND (CN),B16NHT7,SEDOL,
Balanced Growth,Listed equity,SIBANYE STILLWATER LTD ADR USD,BL8F9X9,SEDOL,
Balanced Growth,Listed equity,SICHUAN CHANGHONG ELECTRIC CO LTD COMMON STOCK CNY 1,BP3R6X7,SEDOL,
Balanced Growth,Listed equity,SICHUAN EXPRESSWAY CO LTD COMMON STOCK HKD 1,6055877,SEDOL,
Balanced Growth,Listed equity,SICHUAN KELUN-BIOTECH BIOPHARMACEUTICAL CO LTD COMMON STOCK,BPXZ192,SEDOL,
Balanced Growth,Listed equity,SIEMENS,5727973,SEDOL,
Balanced Growth,Listed equity,SIEMENS ENERGY,BMTVQK9,SEDOL,
Balanced Growth,Listed equity,SIGMA HEALTHCARE LTD,BF13K02,SEDOL,
Balanced Growth,Listed equity,SILEX SYSTEMS LTD,6111735,SEDOL,
Balanced Growth,Listed equity,SIMS LTD,B0LCW75,SEDOL,
Balanced Growth,Listed equity,SINGAPORE AIRLINES,6811734,SEDOL,
Balanced Growth,Listed equity,SINGAPORE TECH ENGR,6043214,SEDOL,
Balanced Growth,Listed equity,SINGAPORE TELECOMMUNICATION LIMITED,B02PY11,SEDOL,
Balanced Growth,Listed equity,SINO BIOPHARMACEUTICAL,B00XSF9,SEDOL,
Balanced Growth,Listed equity,SINO OCEAN GROUP HOLDING,B24CVP7,SEDOL,
Balanced Growth,Listed equity,SINOPHARM GROUP CO H,B3ZVDV0,SEDOL,
Balanced Growth,Listed equity,SINOTRUK (HONG KONG),B296ZH4,SEDOL,
Balanced Growth,Listed equity,SITC INTERNATIONAL HOLDINGS CO LTD COMMON STOCK HKD 0.1,B61X7R5,SEDOL,
Balanced Growth,Listed equity,SITEMINDER LTD,BLH35X6,SEDOL,
Balanced Growth,Listed equity,SK,B39Z8L3,SEDOL,
Balanced Growth,Listed equity,SK HYNIX,6450267,SEDOL,
Balanced Growth,Listed equity,SK SQUARE CO,BMG3GS6,SEDOL,
Balanced Growth,Listed equity,SK TELECOM CO,6224871,SEDOL,
Balanced Growth,Listed equity,SK TELECOM CO LTD ADR USD,US78440P3064,ISIN,
Balanced Growth,Listed equity,SKAND.ENSKILDA BANKEN A,4813345,SEDOL,
Balanced Growth,Listed equity,SKF B,B1Q3J35,SEDOL,
Balanced Growth,Listed equity,SKYCITY ENTERTAINMENT GROUP,6151311,SEDOL,
Balanced Growth,Listed equity,SKYWORKS SOLUTIONS,2961053,SEDOL,
Balanced Growth,Listed equity,SM INVESTMENTS,B068DB9,SEDOL,
Balanced Growth,Listed equity,SM PRIME HOLDINGS,6818843,SEDOL,
Balanced Growth,Listed equity,SMARTGROUP CORPORATION LTD,BNB5WS6,SEDOL,
Balanced Growth,Listed equity,SMITH (A.O.) CORP,2816023,SEDOL,
Balanced Growth,Listed equity,SMURFIT WESTROCK,BRK49M5,SEDOL,
Balanced Growth,Listed equity,SNAM,7251470,SEDOL,
Balanced Growth,Listed equity,SNAP-ON,2818740,SEDOL,
Balanced Growth,Listed equity,SNOWFLAKE INC COMMON STOCK USD 1,BN134B7,SEDOL,
Balanced Growth,Listed equity,SOCIEDAD QUIMICA Y MINERA DE CHILE SA ADR USD 1,2771122,SEDOL,
Balanced Growth,Listed equity,SOCIETE GENERALE,5966516,SEDOL,
Balanced Growth,Listed equity,SODEXO,7062713,SEDOL,
Balanced Growth,Listed equity,SOGEFI SPA COMMON STOCK EUR 0.52,4820668,SEDOL,
Balanced Growth,Listed equity,SOLVAR LTD,BNSMR30,SEDOL,
Balanced Growth,Listed equity,SOLVENTUM CORP,BMTQB43,SEDOL,
Balanced Growth,Listed equity,SOMPO HOLDINGS,B62G7K6,SEDOL,
Balanced Growth,Listed equity,SONGCHENG PERF A (HK-C),BD5CMV6,SEDOL,
Balanced Growth,Listed equity,SONY GROUP CORP,6821506,SEDOL,
Balanced Growth,Listed equity,SOUTH 32 (AU),BWSW5D9,SEDOL,
Balanced Growth,Listed equity,SOUTHERN COMPANY (THE),2829601,SEDOL,
Balanced Growth,Listed equity,SOUTHERN COPPER CORP,2823777,SEDOL,
Balanced Growth,Listed equity,SPARK NEW ZEALAND LTD,6881500,SEDOL,
Balanced Growth,Listed equity,SPORTS GEAR CO LTD COMMON STOCK TWD 10,BNBQ580,SEDOL,
Balanced Growth,Listed equity,SPORTS TOTO BHD COMMON STOCK MYR 0,6331566,SEDOL,
Balanced Growth,Listed equity,SPOTIFY TECHNOLOGY,BFZ1K46,SEDOL,
Balanced Growth,Listed equity,SS&C TECHNOLOGIES HLDGS,B58YSC6,SEDOL,
Balanced Growth,Listed equity,SSE,790873,SEDOL,
Balanced Growth,Listed equity,ST JAMES'S PLACE,766937,SEDOL,
Balanced Growth,Listed equity,STANDARD BANK GROUP,B030GJ7,SEDOL,
Balanced Growth,Listed equity,STANDARD CHARTERED PLC USD,408284,SEDOL,
Balanced Growth,Listed equity,STANDARD CHARTERED PLC USD,6558484,SEDOL,
Balanced Growth,Listed equity,STANMORE RESOURCES LTD,B4KDPZ6,SEDOL,
Balanced Growth,Listed equity,STAR BULK CARRIERS CORP COMMON STOCK USD 0.01,BD6NYK1,SEDOL,
Balanced Growth,Listed equity,STATE BANK OF INDIA,BSQCB24,SEDOL,
Balanced Growth,Listed equity,STATE STREET CORP,2842040,SEDOL,
Balanced Growth,Listed equity,STEADFAST GROUP LIMITED,BCT5FD7,SEDOL,
Balanced Growth,Listed equity,STEALTHGAS INC COMMON STOCK USD 0.01,B0LX494,SEDOL,
Balanced Growth,Listed equity,STEEL AUTHORITY OF INDIA LTD COMMON STOCK INR 10,6121499,SEDOL,
Balanced Growth,Listed equity,STEEL DYNAMICS,2849472,SEDOL,
Balanced Growth,Listed equity,STELLANTIS,BMD8KX7,SEDOL,
Balanced Growth,Listed equity,STRABAG SE COMMON STOCK EUR 0,B28DT41,SEDOL,
Balanced Growth,Listed equity,STRANDLINE RESOURCES LTD COMMON STOCK AUD 0,BTD8GM7,SEDOL,
