Effective Date,Fund Name,Option Name,Asset Class Name,Int/Ext,Name/Kind of Investment Item,Currency,Stock ID,ID Type,Listed Country,Units Held,% Ownership,Address,Value (AUD),Weighting
2024-12-31,Vision Super Fund,Balanced growth,Listed Property,1,ESSENTIAL PROPERTIES REALTY TRUST INC REIT USD,,BFFK0X2,SEDOL,,6006.0,,,303117.4327,0.0
2024-12-31,Vision Super Fund,Balanced growth,Listed Property,1,ESSEX PROPERTY TRUST INC REIT USD 0.0001,,2316619,SEDOL,,4588.0,,,2116242.33,0.0003
2024-12-31,Vision Super Fund,Balanced growth,Listed Property,1,EXTRA SPACE STORAGE INC REIT USD 0.01,,B02HWR9,SEDOL,,2859.0,,,690790.8731,0.0001
2024-12-31,Vision Super Fund,Balanced growth,Listed Property,1,FEDERAL REALTY INVS TRUST,,BN7P9B2,SEDOL,,29768.0,,,5381050.576,0.0007
2024-12-31,Vision Super Fund,Balanced growth,Listed Property,1,FIBRA UNO ADMINISTRACION SA DE CV REIT MXN 0,,B671GT8,SEDOL,,469158.0,,,754000.8182,0.0001
2024-12-31,Vision Super Fund,Balanced growth,Listed Property,1,GDI PROPERTY GROUP PARTNERSHIP REIT AUD 0,,BHB0NV9,SEDOL,,344005.0,,,197803.0913,0.0
2024-12-31,Vision Super Fund,Balanced growth,Listed Property,1,GOODMAN GROUP REIT AUD 0,,B03FYZ4,SEDOL,,1139839.0,,,40555482.67,0.0056
2024-12-31,Vision Super Fund,Balanced growth,Listed Property,1,GPT GROUP/THE REIT AUD 0,,6365866,SEDOL,,826860.0,,,3613377.361,0.0005
2024-12-31,Vision Super Fund,Balanced growth,Listed Property,1,GROWTHPOINT PROPERTIES AUSTRALIA LTD REIT AUD 0,,B1Y9BC8,SEDOL,,1344801.0,,,3200626.159,0.0004
2024-12-31,Vision Super Fund,Balanced growth,Listed Property,1,HEALTHPEAK PROPERTIES INC REIT USD 1,,BJBLRK3,SEDOL,,54531.0,,,1786128.276,0.0002
2024-12-31,Vision Super Fund,Balanced growth,Listed Property,1,HOMECO DAILY NEEDS REIT REIT AUD,,BNC0NF4,SEDOL,,839243.0,,,960933.7482,0.0001
