Portfolio Holdings Information for Investment Option: Growth Accumulation Option - Assets,,,,,,,,,,,,,
Section,Table Order,Security Name,Portfolio Name,Manager Name,Issuer,Institution,Security Identifier,Ownership%,Address,Local Currency,Units Held,Market Value,Weight
Listed equities,4,CHINA YANGTZE A (HK-C),,,,,BP3R2M8,,,,1121797.83,7334961.44,0.01%
Listed equities,4,CHINA YONGDA AUTOMOBILES SERVICES HOLDINGS LTD COMMON STOCK,,,,,B8F2T65,,,,440920.5,237442.03,0.00%
Listed equities,4,CHINA ZHESHANG A (HK-C),,,,,BK96BF0,,,,5729816.98,3689431.85,0.00%
Listed equities,4,CHINA ZHESHANG BANK CO LTD COMMON STOCK HKD 1,,,,,BZ3T5T2,,,,4065681.39,1876652.49,0.00%
Listed equities,4,CHIPOTLE MEXICAN GRILL A,,,,,B0X7DZ3,,,,1348412.04,131323986.5,0.17%
Listed equities,4,CHOLAMANDALAM INV & FIN,,,,,BJ9K2H4,,,,71720.37,1604609.44,0.00%
Listed equities,4,CHONGQING RURAL A (HK-C),,,,,BJLWMG7,,,,3227301.84,4320367.72,0.01%
Listed equities,4,CHONGQING RURAL COMM H,,,,,B4Q1Y57,,,,2212687.27,2139294.29,0.00%
Listed equities,4,CHORUS LTD.,,,,,B54F6S5,,,,2643758.44,20991441.99,0.03%
Listed equities,4,CHOW TAI FOOK (CN),,,,,B4R39F7,,,,147136.86,205889.45,0.00%
Listed equities,4,CHRYSOS CORP LTD COMMON STOCK AUD,,,,,BPNXX01,,,,1513778.71,7478066.83,0.01%
Listed equities,4,CHUBB,,,,,B3BQMF6,,,,17184.88,7668870.79,0.01%
Listed equities,4,CHUBU ELECTRIC POWER CO,,,,,6195609,,,,12204.05,207632.39,0.00%
Listed equities,4,CIA PARANA ENERGIA,,,,,2192831,,,,224971.3,484641.89,0.00%
Listed equities,4,CIA SUD AMERICANA,,,,,2196338,,,,12185545.12,1062692.3,0.00%
Listed equities,4,CIENA CORP COMMON STOCK USD 0.01,,,,,B1FLZ21,,,,54956.02,7527771.47,0.01%
Listed equities,4,CIFI HOLDINGS GROUP CO,,,,,B8Z00N3,,,,5334918.59,316133.27,0.00%
Listed equities,4,CIMB GROUP HOLDINGS,,,,,6075745,,,,264009.25,781958.6,0.00%
Listed equities,4,CINTAS CORP,,,,,2197137,,,,33062.74,9756217.91,0.01%
Listed equities,4,CIPLA,,,,,B011108,,,,3360.44,96931.43,0.00%
Listed equities,4,CISCO SYSTEMS,,,,,2198163,,,,902765.04,86317839.14,0.11%
Listed equities,4,CITIC SECURITIES CO H,,,,,B6SPB49,,,,605768.6,2689070.47,0.00%
Listed equities,4,CITIGROUP GLOBAL MARKETS HOLDINGS INC/UNITED STATES EQUITY W,,,,,BFYTT00,,,,812302.53,1263552.56,0.00%
Listed equities,4,CJ CHEILJEDANG CORP,,,,,B2492F5,,,,2504.39,702011.07,0.00%
Listed equities,4,CJ CORP,,,,,6189516,,,,14709.66,1599293.83,0.00%
Listed equities,4,CK HUTCHISON HOLDINGS,,,,,BW9P816,,,,56689.78,489159.4,0.00%
Listed equities,4,CLARIANT,,,,,7113990,,,,21245.28,382040.6,0.00%
Listed equities,4,CLEANAWAY WASTE MANAGEMENT,,,,,BYQ8KW7,,,,106580222.3,282437589.1,0.37%
Listed equities,4,CLICKS GROUP,,,,,6105578,,,,10165.58,324630.62,0.00%
Listed equities,4,CLINUVEL PHARMACEUTICALS LIMITED,,,,,6328405,,,,62680.36,755925.19,0.00%
Listed equities,4,CLOUDFLARE A,,,,,BJXC5M2,,,,497478.79,86519447.35,0.11%
Listed equities,4,CME GROUP,,,,,2965839,,,,30573.11,11467324.38,0.02%
Listed equities,4,CMOC GROUP H,,,,,B1VRCG6,,,,128604.89,140382.94,0.00%
Listed equities,4,CNH INDUSTRIAL (US),,,,,BDX85Z1,,,,7253008.34,132724839.7,0.18%
Listed equities,4,CO FOR COOPERATIVE INS,,,,,B128FN6,,,,18028.29,1143819.35,0.00%
Listed equities,4,COAL INDIA,,,,,B4Z9XF5,,,,93328.07,676353.29,0.00%
Listed equities,4,COBRAM ESTATE OLIVES LTD COMMON STOCK AUD,,,,,BKVC4C4,,,,1851335.7,3980371.76,0.01%
Listed equities,4,COCA COLA (THE),,,,,2206657,,,,1332813.03,134023967.3,0.18%
Listed equities,4,COCA-COLA FEMSA SAB DE CV ADR USD 0,,,,,2193317,,,,17718.4,2229001.48,0.00%
Listed equities,4,COCA-COLA FEMSA UBL,,,,,BHHP0S4,,,,1604786.25,20192842.61,0.03%
Listed equities,4,COCA-COLA HBC CDI,,,,,B9895B7,,,,430565.17,23793952.95,0.03%
Listed equities,4,COCHLEAR,,,,,6211798,,,,427457.26,123911309.4,0.16%
Listed equities,4,CODAN LIMITED,,,,,6712611,,,,1101086.98,17727500.32,0.02%
Listed equities,4,COGNIZANT TECH SOLUTIONS,,,,,2257019,,,,282271.79,35058872.24,0.05%
Listed equities,4,COLES,,,,,BYWR0T5,,,,6460581.48,122040384.1,0.16%
Listed equities,4,COLGATE-PALMOLIVE,,,,,2209106,,,,41221.66,6052589.94,0.01%
Listed equities,4,COLLINS FOODS LTD,,,,,B6QCFP1,,,,4181102.89,30354806.96,0.04%
Listed equities,4,COMCAST CORP A (NEW),,,,,2044545,,,,1424452.72,86343714.11,0.11%
Listed equities,4,COMMERCIAL BANK OF QATAR,,,,,6150448,,,,49884.06,96257.45,0.00%
Listed equities,4,COMMERCIAL INTERNATIONAL BANK - EGYPT (CIB) GDR USD 10,,,,,5668287,,,,242059.05,579393.55,0.00%
Listed equities,4,COMMONWEALTH BANK OF AUS,,,,,6215035,,,,8367551.11,1282327207,1.69%
Listed equities,4,COMPAL ELECTRONICS,,,,,6225744,,,,707437.77,1312165.63,0.00%
Listed equities,4,COMPASS GROUP,,,,,BD6K457,,,,47856.41,2576885.77,0.00%
Listed equities,4,CONAGRA BRANDS,,,,,2215460,,,,174045.49,7800633.82,0.01%
Listed equities,4,CONOCOPHILLIPS,,,,,2685717,,,,430045.51,68880906.25,0.09%
Listed equities,4,CONRAD ASIA ENERGY LTD CDI,,,,,BMFX148,,,,2860012.76,2574011.48,0.00%
Listed equities,4,CONSTELLATION ENERGY,,,,,BMH4FS1,,,,3192.52,1153516.53,0.00%
Listed equities,4,CONSTELLATION SOFTWARE,,,,,B15C4L6,,,,8241.28,41137895.18,0.05%
Listed equities,4,CONTAINER CORP OF INDIA,,,,,BG0ZVG9,,,,328366.33,4881410.21,0.01%
Listed equities,4,CONTEMPORARY AMP A(HK-C),,,,,BHQPSY7,,,,622797.9,36656798,0.05%
Listed equities,4,CONTINENTAL,,,,,4598589,,,,2051.07,222353.02,0.00%
Listed equities,4,COPART,,,,,2208073,,,,448916.12,41610750.31,0.05%
Listed equities,4,COREBRIDGE FINANCIAL,,,,,BMTX0G9,,,,1155684.12,55866309.76,0.07%
Listed equities,4,CORECIVIC INC,,,,,BZ8VC58,,,,24991.53,877519,0.00%
Listed equities,4,CORONADO GLOBAL RESOURCES INC (CDI),,,,,BGV71W0,,,,1119741.82,856602.5,0.00%
Listed equities,4,CORONADO GLOBAL RESOURCES INC CDI AUD,,,,,AU0000026122,,,,83986.11,64249.38,0.00%
Listed equities,4,CORP INMOBILIARIA VESTA SAB DE CV ADR USD,,,,,BMDHMR2,,,,88655.59,3665643.53,0.00%
Listed equities,4,COSCO SHIP HLDG A (HK-C),,,,,BP3R552,,,,190809.13,654420.07,0.00%
Listed equities,4,COSCO SHIPPING HLDGS H,,,,,B0B8Z18,,,,541786.18,1441900.96,0.00%
Listed equities,4,COSCO SHIPPING INTERNATIONAL HONG KONG CO LTD COMMON STOCK H,,,,,6806280,,,,325966.23,288721.91,0.00%
Listed equities,4,COSCO SHIPPING SPECIALIZED CARRIERS CO LTD COMMON STOCK CNY,,,,,BP3RGR1,,,,909162.32,1468554.41,0.00%
Listed equities,4,COSTCO WHOLESALE CORP,,,,,2701271,,,,96115.16,142239255.3,0.19%
Listed equities,4,COTERRA ENERGY,,,,,2162340,,,,378397.18,15608922.03,0.02%
Listed equities,4,COUNTRY GARDEN HLDGS,,,,,B1VKYN6,,,,8514298.25,858594.58,0.00%
Listed equities,4,COUPANG INC COMMON STOCK USD 0.0001,,,,,BNYHDF3,,,,1860613.05,66052289.06,0.09%
Listed equities,4,COWAY,,,,,6173401,,,,12167.77,893077.1,0.00%
Listed equities,4,CP ALL PCL COMMON STOCK THB 1,,,,,B08YDG0,,,,71964.52,190053.83,0.00%
Listed equities,4,CP ALL PCL FOREIGN SH. THB 1,,,,,B08YDF9,,,,5154297.63,13612179.06,0.02%
Listed equities,4,CP KANSAS CITY,,,,,BMBQR09,,,,724175.7,84643934.02,0.11%
Listed equities,4,CPFL ENERGIA ON,,,,,B031NN3,,,,281799.59,2327322.75,0.00%
Listed equities,4,CREDICORP,,,,,2232878,,,,74614.15,22092007,0.03%
Listed equities,4,CREDIT AGRICOLE,,,,,7262610,,,,352749,7840518.45,0.01%
Listed equities,4,CRH  (US),,,,,B01ZKD6,,,,123623.87,18473198.15,0.02%
Listed equities,4,CROSS PLUS INC COMMON STOCK JPY,,,,,B00GW67,,,,7873.58,83019.78,0.00%
Listed equities,4,CROWDSTRIKE HLDGS A,,,,,BJJP138,,,,5111.53,2824776.77,0.00%
Listed equities,4,CRRC CORP H,,,,,B2R2ZC9,,,,86609.38,90219.46,0.00%
Listed equities,4,CSE GLOBAL LTD COMMON STOCK SGD 0,,,,,6143998,,,,594140.37,291919.39,0.00%
Listed equities,4,CSL,,,,,6185495,,,,3869245.65,1089502189,1.44%
Listed equities,4,CSX CORP,,,,,2160753,,,,411252.42,21434411.04,0.03%
Listed equities,4,CTBC FINANCIAL HOLDING,,,,,6527666,,,,243081.69,468235.6,0.00%
Listed equities,4,CUMMINS,,,,,2240202,,,,35061.05,19740423.38,0.03%
Listed equities,4,CUSCAL LTD COMMON STOCK AUD,,,,,BSKNPH6,,,,6795402.81,15357610.36,0.02%
Listed equities,4,CVS HEALTH,,,,,2577609,,,,134502.01,9751748.77,0.01%
Listed equities,4,CYBERARK SOFTWARE (USD),,,,,BQT3XY6,,,,939.32,505424.91,0.00%
Listed equities,4,CYBERPOWER SYSTEMS INC COMMON STOCK TWD 10,,,,,B2QZ4K0,,,,25982.82,497293.36,0.00%
Listed equities,4,CYFROWY POLSAT SA,,,,,B2QRCM4,,,,43621.89,241181.91,0.00%
Listed equities,4,D'IETEREN GROUP COMMON STOCK EUR 0,,,,,4247494,,,,909.4,244412.91,0.00%
Listed equities,4,DABUR INDIA,,,,,6297356,,,,448917.14,4293728.82,0.01%
Listed equities,4,DAI ICHI LIFE HOLDINGS,,,,,B601QS4,,,,514617.21,22397507.42,0.03%
Listed equities,4,DAIICHI SANKYO CO,,,,,B0J7D91,,,,39604.11,1771295.84,0.00%
Listed equities,4,DAITO TRUST CONSTRUCTION,,,,,6250508,,,,33384.77,6029838.27,0.01%
Listed equities,4,DAIWA SECURITIES GROUP,,,,,6251448,,,,178966.48,1927502.5,0.00%
Listed equities,4,DANAHER CORP,,,,,2250870,,,,58852.65,21819633.36,0.03%
Listed equities,4,DANSKE BANK,,,,,4588825,,,,14677.14,670513.45,0.00%
Listed equities,4,DAOU DATA CORP COMMON STOCK KRW 500,,,,,6214526,,,,2461.4,27436.48,0.00%
Listed equities,4,DARDEN RESTAURANTS,,,,,2289874,,,,2568.36,774428.63,0.00%
Listed equities,4,DASSAULT SYSTEMES,,,,,BM8H5Y5,,,,13742.55,769956.26,0.00%
Listed equities,4,DATA#3 LIMITED,,,,,6093015,,,,927756.43,5928363.61,0.01%
Listed equities,4,DATADOG A,,,,,BKT9Y49,,,,174318.71,40229992.61,0.05%
Listed equities,4,DATANG INTERNATIONAL POWER GENERATION CO LTD COMMON STOCK HK,,,,,6080716,,,,1373152.41,411129.63,0.00%
Listed equities,4,DAVITA HEALTHCARE PARTNR,,,,,2898087,,,,27639.42,6676047.35,0.01%
Listed equities,4,DB INSURANCE CO,,,,,6155937,,,,42305.36,4771341.27,0.01%
Listed equities,4,DBS GROUP HOLDINGS,,,,,6175203,,,,205446.54,10634198.53,0.01%
Listed equities,4,DE GREY MINING LTD,,,,,6534837,,,,9609285.81,16960389.46,0.02%
Listed equities,4,DECKERS OUTDOOR CORP COMMON STOCK USD 0.01,,,,,2267278,,,,2283.34,748967.42,0.00%
Listed equities,4,DEEP YELLOW LIMITED,,,,,6480275,,,,8911148.18,10025041.7,0.01%
Listed equities,4,DEERE & CO,,,,,2261203,,,,51650.69,35345871.01,0.05%
Listed equities,4,DELL TECHNOLOGIES C,,,,,BHKD3S6,,,,294298.69,54776678.47,0.07%
Listed equities,4,DELTA ELECTRONICS,,,,,6260734,,,,669076.14,14190056.77,0.02%
Listed equities,4,DESCARTES SYSTEMS GROUP INC/THE COMMON STOCK CAD 0,,,,,2528834,,,,1846.35,338764.24,0.00%
Listed equities,4,DETERRA ROYALTIES LTD,,,,,BJP5T05,,,,7989906.78,29722453.22,0.04%
Listed equities,4,DEUTSCHE BANK,,,,,5750355,,,,1074848.43,29912627.54,0.04%
Listed equities,4,DEUTSCHE BANK AG COMMON STOCK EUR 0,,,,,2803025,,,,11079.7,305110.11,0.00%
Listed equities,4,DEUTSCHE POST,,,,,4617859,,,,1502497.22,85386864.61,0.11%
Listed equities,4,DEUTSCHE ROHSTOFF AG COMMON STOCK EUR,,,,,B1VVKT7,,,,4785.56,256916.5,0.00%
Listed equities,4,DEUTSCHE TELEKOM,,,,,5842359,,,,110064.78,5318019.47,0.01%
Listed equities,4,DEVELOP GLOBAL LTD,,,,,BNVQGB0,,,,811037.88,1897828.63,0.00%
Listed equities,4,DEVON ENERGY CORP,,,,,2480677,,,,1574.72,83243.89,0.00%
Listed equities,4,DEXCOM,,,,,B0796X4,,,,335557.82,42148642.04,0.06%
Listed equities,4,DEYAAR DEVELOPMENT PJSC COMMON STOCK AED 1,,,,,B24F8T9,,,,1385830.45,565503.31,0.00%
Listed equities,4,DFZQ-H COMMON STOCK HKD 1,,,,,BD31M48,,,,592411,623262.75,0.00%
Listed equities,4,DFZQ-H COMMON STOCK HKD 1,,,,,CNE1000027F2,,,,38313.54,40308.84,0.00%
Listed equities,4,DGB FINANCIAL GROUP INC COMMON STOCK KRW 5000,,,,,B68N347,,,,12947.72,116197.98,0.00%
Listed equities,4,DIAGEO,,,,,237400,,,,1027588.84,52743924.78,0.07%
Listed equities,4,DICKER DATA LIMITED,,,,,B3YPKQ7,,,,274986.57,2315386.95,0.00%
Listed equities,4,DICKS SPORTING GOODS,,,,,2969637,,,,33411.54,12349021.04,0.02%
Listed equities,4,DIDI GLOBAL A ADR,,,,,BMBR6F0,,,,878832.05,6486735.82,0.01%
Listed equities,4,DISCOVER FINANCIAL,,,,,B1YLC43,,,,5471.35,1530811.8,0.00%
Listed equities,4,DISNEY (WALT),,,,,2270726,,,,131753.34,23694960.53,0.03%
Listed equities,4,DOCUSIGN,,,,,BFYT7B7,,,,79288.53,11517742.48,0.02%
Listed equities,4,DOLLAR TREE,,,,,2272476,,,,319935.85,38724045.23,0.05%
Listed equities,4,DOLLARAMA,,,,,B4TP9G2,,,,6302.01,992795.29,0.00%
Listed equities,4,DOMAIN HOLDINGS AUSTRALIA LTD,,,,,BF17Y13,,,,2371441.86,5999747.9,0.01%
Listed equities,4,DOMINION ENERGY,,,,,2542049,,,,171485,14917519.75,0.02%
Listed equities,4,DOMINO'S PIZZA ENT,,,,,B07SFG7,,,,577940.52,17014568.98,0.02%
Listed equities,4,DOMINOS PIZZA,,,,,B01SD70,,,,236.21,160139.58,0.00%
Listed equities,4,DONG-A SOCIO HOLDINGS CO LTD COMMON STOCK KRW 5000,,,,,6273163,,,,5058.78,609396.09,0.00%
Listed equities,4,DONGKUK STEEL MILL CO LTD/NEW COMMON STOCK KRW 5000,,,,,BMTXTY0,,,,23810.49,208982.69,0.00%
Listed equities,4,DOORDASH INC COMMON STOCK USD 0.00001,,,,,BN13P03,,,,6550.03,1774639.07,0.00%
Listed equities,4,DOOSAN BOBCAT,,,,,BYX9GP8,,,,28655.9,1317285.57,0.00%
Listed equities,4,DOUSHEN BEIJING EDUCATION & TECHNOLOGY INC COMMON STOCK CNY,,,,,BD5CFT5,,,,781610.32,1074008.3,0.00%
Listed equities,4,DOVER CORP,,,,,2278407,,,,50019.28,15155644.23,0.02%
Listed equities,4,DOWNER EDI LTD,,,,,6465573,,,,19162247.48,100601799.3,0.13%
Listed equities,4,DR ING HC F PORSCHE AG PREFERENCE,,,,,BJN59B8,,,,1378.66,134701.98,0.00%
Listed equities,4,DR REDDY'S LABORATORIES,,,,,BQ2KJW4,,,,113624.59,2976313.53,0.00%
Listed equities,4,DSV,,,,,B1WT5G2,,,,118224.17,40540467.81,0.05%
Listed equities,4,DTE ENERGY,,,,,2280220,,,,4960.36,967395.52,0.00%
Listed equities,4,DUBAI ISLAMIC BANK,,,,,6283452,,,,515059.72,1605760.96,0.00%
Listed equities,4,DUKE ENERGY CORP,,,,,B7VD3F2,,,,80514.77,14010596.92,0.02%
Listed equities,4,DUPONT DE NEMOURS,,,,,BK0VN47,,,,507953.8,62555886.53,0.08%
Listed equities,4,EAGERS AUTOMOTIVE LTD,,,,,6296201,,,,1225495.61,14509868,0.02%
Listed equities,4,EASTCOMPEACE TECHNOLOGY CO LTD COMMON STOCK CNY 1,,,,,BL58BT1,,,,431094.27,989183.26,0.00%
Listed equities,4,EASTROC BEVERAGE GROUP CO LTD COMMON STOCK CNY 1,,,,,BP91NL0,,,,3385.64,186177.77,0.00%
Listed equities,4,EBAY,,,,,2293819,,,,267869.44,26802086.23,0.04%
Listed equities,4,EBOS GROUP LTD,,,,,BH36SD2,,,,1602203.87,54458909.63,0.07%
Listed equities,4,EDWARDS LIFESCIENCES,,,,,2567116,,,,294565.6,35220368.78,0.05%
Listed equities,4,EEKA FASHION HOLDINGS LTD COMMON STOCK HKD 0.01,,,,,BK8Y0F8,,,,389742.23,700146.22,0.00%
Listed equities,4,EIFFAGE,,,,,B13X013,,,,43084.97,6104720.16,0.01%
Listed equities,4,EL PUERTO DE LIVERPOOL SAB DE CV COMMON STOCK MXN 0,,,,,2306814,,,,91991.12,708413.62,0.00%
Listed equities,4,ELDERS LTD,,,,,6357852,,,,586298.67,4197898.46,0.01%
Listed equities,4,ELECTRICAL INDUSTRIES CO COMMON STOCK SAR 0.5,,,,,BSMSY94,,,,1874902.61,5834905.47,0.01%
Listed equities,4,ELECTRONIC ARTS,,,,,2310194,,,,86011.78,20323868.57,0.03%
Listed equities,4,ELETROBRAS ON,,,,,2311120,,,,243842.32,2175765.09,0.00%
Listed equities,4,ELEVANCE HEALTH,,,,,BSPHGL4,,,,88747.06,52876993.69,0.07%
Listed equities,4,ELF BEAUTY INC COMMON STOCK USD 0.01,,,,,BDDQ975,,,,224846.62,45593948.49,0.06%
Listed equities,4,ELMERA GROUP ASA COMMON STOCK NOK 0.3,,,,,BG0SKQ1,,,,69344.98,376708.5,0.00%
Listed equities,4,ELVALHALCOR SA COMMON STOCK EUR 0.39,,,,,BG0WLZ9,,,,63283.11,203209.07,0.00%
Listed equities,4,EMAAR DEVELOPMENT PJSC COMMON STOCK AED 1,,,,,BDG1977,,,,840802.65,5065143.01,0.01%
Listed equities,4,EMAAR PROPERTIES,,,,,B01RM25,,,,5078483.84,28695531.69,0.04%
Listed equities,4,EMART CO,,,,,B682TF7,,,,7901.76,549623.47,0.00%
Listed equities,4,EMBOTELLADORA PREF B,,,,,2311454,,,,824867.11,4052263.26,0.01%
Listed equities,4,EMCOR GROUP,,,,,2474164,,,,2279.4,1671033.41,0.00%
Listed equities,4,EMECO HOLDINGS,,,,,B1978V5,,,,5826778.74,5331502.55,0.01%
Listed equities,4,EMERA,,,,,2650050,,,,7095.16,428118.06,0.00%
Listed equities,4,EMERALD RESOURCES NL,,,,,6107381,,,,5547773.81,18030264.88,0.02%
Listed equities,4,EMERGING DISPLAY TECHNOLOGIES CORP COMMON STOCK TWD 10,,,,,6343969,,,,987346.97,1388709.3,0.00%
Listed equities,4,EMERSON ELECTRIC CO,,,,,2313405,,,,40889.86,8184577.13,0.01%
Listed equities,4,EMIRATES INTEGRATED TELECOMMUNICATIONS CO PJSC COMMON STOCK,,,,,B13TMN7,,,,55546.58,182943.18,0.00%
Listed equities,4,EMIRATES NBD BANK,,,,,B28PFX8,,,,1928233.36,18187121.29,0.02%
Listed equities,4,EMPIRE CO A,,,,,2314000,,,,91653.99,4517535.24,0.01%
Listed equities,4,EMPRESAS CMPC,,,,,2196015,,,,459631.25,1165126.04,0.00%
Listed equities,4,EMPRESAS COPEC,,,,,2196026,,,,7766.5,76673.58,0.00%
Listed equities,4,EMS-CHEMIE HOLDING,,,,,7635610,,,,177.94,193924.65,0.00%
Listed equities,4,ENBRIDGE INC COMMON STOCK CAD 0,,,,,2478906,,,,155460.69,10653633.6,0.01%
Listed equities,4,ENDEAVOUR GROUP,,,,,BNVS144,,,,6196392.46,26024848.35,0.03%
Listed equities,4,ENDESA,,,,,5271782,,,,26416.65,917631.35,0.00%
Listed equities,4,ENEL,,,,,7144569,,,,6655806.72,76651689.97,0.10%
Listed equities,4,ENEL AMERICAS,,,,,2299453,,,,5766055.35,817019.7,0.00%
Listed equities,4,ENEL CHILE,,,,,BYMLZD6,,,,17628066.53,1646117.41,0.00%
Listed equities,4,ENEOS HOLDINGS,,,,,B627LW9,,,,63539.79,539567.17,0.00%
Listed equities,4,ENGIE,,,,,B0C2CQ3,,,,39437.19,1009799.52,0.00%
Listed equities,4,ENGRO FERTILIZERS LTD COMMON STOCK PKR 10,,,,,B668PD7,,,,4596058.42,5444948.38,0.01%
Listed equities,4,ENI,,,,,7145056,,,,601693.5,13172523.38,0.02%
Listed equities,4,ENLINK MIDSTREAM LLC,,,,,BJTNDQ9,,,,78623.21,1796847.99,0.00%
Listed equities,4,ENN ENERGY HOLDINGS,,,,,6333937,,,,283085.53,3287292.77,0.00%
Listed equities,4,ENN NATURAL GAS A (HK-C),,,,,BYYFJJ0,,,,63320.91,303761.11,0.00%
Listed equities,4,ENPHASE ENERGY INC COMMON STOCK USD 0.00001,,,,,B65SQW4,,,,232282.43,25766223.5,0.03%
Listed equities,4,ENSUIKO SUGAR REFINING CO LTD COMMON STOCK JPY,,,,,6319067,,,,48973.67,159545.25,0.00%
Listed equities,4,ENTERGY CORP,,,,,2317087,,,,12562.39,1538368.06,0.00%
Listed equities,4,ENVISTA HOLDINGS CORP COMMON STOCK USD 0.01,,,,,BK63SF3,,,,1809112.55,56364016.94,0.07%
Listed equities,4,EOG RESOURCES,,,,,2318024,,,,93225.55,18456897.83,0.02%
Listed equities,4,EPAM SYSTEMS,,,,,B44Z3T8,,,,629.89,237874.58,0.00%
Listed equities,4,EQT HOLDINGS LTD COMMON STOCK AUD 0,,,,,BD5WNY6,,,,279528.69,8944918.23,0.01%
Listed equities,4,EQUINOR,,,,,7133608,,,,45296.71,1709600.2,0.00%
Listed equities,4,EQUITABLE HOLDINGS,,,,,BKRMR96,,,,180967.16,13786999.61,0.02%
Listed equities,4,ERICSSON (LM) B,,,,,5959378,,,,60321.07,792507.41,0.00%
Listed equities,4,ERSTE GROUP BANK,,,,,5289837,,,,55910.29,5578649.01,0.01%
Listed equities,4,ERSTE GROUP BANK AG COMMON STOCK EUR 0,,,,,7440621,,,,844.84,83429.78,0.00%
Listed equities,4,ESSENTIAL UTILITIES,,,,,BLCF3J9,,,,12251.05,718659.89,0.00%
Listed equities,4,ESSITY B,,,,,BF1K7P7,,,,12704.81,549149.61,0.00%
Listed equities,4,ESTEE LAUDER COS A,,,,,2320524,,,,98511.87,11929936.81,0.02%
Listed equities,4,ETIHAD ETISALAT CO,,,,,B12LR51,,,,12974.87,297824.84,0.00%
Listed equities,4,ETSY INC COMMON STOCK USD 0.001,,,,,BWTN5N1,,,,198099.28,16922346.7,0.02%
Listed equities,4,EURAZEO,,,,,7042395,,,,987.35,118810.45,0.00%
Listed equities,4,EUROBANK HOLDINGS,,,,,BYZ43T4,,,,541966.73,2021303.38,0.00%
Listed equities,4,EUROPEAN METALS HOLDINGS LTD COMMON STOCK GBP,,,,,BLNMGR8,,,,7451361.09,1229474.58,0.00%
Listed equities,4,EVA AIRWAYS CORP,,,,,6186023,,,,1901469.65,4154497.05,0.01%
Listed equities,4,EVERBRIGHT SECURITIES CO LTD COMMON STOCK HKD 1,,,,,BDCSC73,,,,508861.73,846422.73,0.00%
Listed equities,4,EVERGREEN MARINE CORP,,,,,6324500,,,,420965.97,4666217.06,0.01%
Listed equities,4,EVERTZ TECHNOLOGIES LTD COMMON STOCK CAD 0,,,,,B17XX09,,,,10289.19,145591.67,0.00%
Listed equities,4,EVOLUTION AB COMMON STOCK SEK 0.003,,,,,BJXSCH4,,,,3952.54,492713.41,0.00%
Listed equities,4,EVOLUTION MINING,,,,,B3X0F91,,,,10560879.03,50797828.15,0.07%
Listed equities,4,EVT LTD,,,,,BDG0N49,,,,4694485.57,53423245.83,0.07%
Listed equities,4,EXELON CORP,,,,,2670519,,,,9971.1,606173.44,0.00%
Listed equities,4,EXOR NV COMMON STOCK,,,,,BMJ1825,,,,2025.08,299906.45,0.00%
Listed equities,4,EXPEDIA GROUP,,,,,B748CK2,,,,71137.01,21408316.6,0.03%
Listed equities,4,EXPEDITORS INTL OF WASH,,,,,2325507,,,,40582.8,7260528.47,0.01%
Listed equities,4,EXXARO RESOURCES,,,,,6418801,,,,5008.38,67709.47,0.00%
Listed equities,4,EXXON MOBIL CORP,,,,,2326618,,,,214845.6,37326885.35,0.05%
Listed equities,4,F5,,,,,2427599,,,,33308.39,13528324.13,0.02%
Listed equities,4,FACTSET RESEARCH SYSTEMS,,,,,2329770,,,,1181.04,916140.63,0.00%
Listed equities,4,FAIR ISAAC CORP COMMON STOCK USD 0.01,,,,,2330299,,,,1971.54,6339670.7,0.01%
Listed equities,4,FALABELLA SACI,,,,,2771672,,,,181350.16,1035217.37,0.00%
Listed equities,4,FALCON METALS LTD/AUSTRALIA COMMON STOCK AUD,,,,,BMDVXZ9,,,,117087.33,13465.04,0.00%
Listed equities,4,FAR EAST HORIZON,,,,,B63DLB5,,,,1454514.44,1714741.42,0.00%
Listed equities,4,FAR EASTERN NEW CENTURY,,,,,6331470,,,,364863.58,568006.14,0.00%
Listed equities,4,FAST RETAILING CO,,,,,6332439,,,,5983.92,3309722,0.00%
Listed equities,4,FASTENAL CO,,,,,2332262,,,,6771.28,786437.33,0.00%
Listed equities,4,FEDEX CORP,,,,,2142784,,,,80526.26,36589600.94,0.05%
Listed equities,4,FERGUSON ENTERPRISES,,,,,BS6VHW3,,,,157.47,44144.95,0.00%
Listed equities,4,FERRARI (IT),,,,,BD6G507,,,,126844.17,87486928.4,0.12%
Listed equities,4,FERROVIAL SE COMMON STOCK EUR 0.01,,,,,BRS7CF0,,,,12824.11,870777.59,0.00%
Listed equities,4,FERTIGLOBE PLC COMMON STOCK,,,,,BMXCL70,,,,527126.66,567882.05,0.00%
Listed equities,4,FIDELITY NATL INFO SVCS,,,,,2769796,,,,55717.39,7268503.08,0.01%
Listed equities,4,FIN RICHEMONT NAMEN A,,,,,BCRWZ18,,,,242589.74,59620080.97,0.08%
Listed equities,4,FINANCE STREET A (HK-C),,,,,BD5CMG1,,,,179011.15,129128.9,0.00%
Listed equities,4,FINECOBANK,,,,,BNGN9Z1,,,,27770.12,779798.56,0.00%
Listed equities,4,FIREFLY METALS LTD COMMON STOCK AUD 0,,,,,BPDXXB2,,,,15713673.02,14535147.54,0.02%
Listed equities,4,FIRST ABU DHABI BANK,,,,,6624471,,,,222323.15,1343224.18,0.00%
