AsAtDate,OptionName,Type,Name,Currency,SecurityIdentifier,UnitsHeld,Address,Ownership,Value,Weighting,ActualExposure,EffectOfExposure,TotalValue,TotalWeighting,TotalActualExposure
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,NEW WORLD DEVELOPMENT CO. LTD.,n/a,17 HK,"147,959",n/a,n/a,"$158,741",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"BIZLINK HOLDING, INC.",n/a,3665 TT,"5,262",n/a,n/a,"$158,634",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"DONALDSON CO., INC.",n/a,DCI US,"1,456",n/a,n/a,"$158,413",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,FRONTLINE PLC,n/a,FRO NO,"7,115",n/a,n/a,"$158,390",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,OFFSHORE OIL ENGINEERING CO. LTD.,n/a,600583 C1,"130,806",n/a,n/a,"$158,322",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"UNITED BANKSHARES, INC.",n/a,UBSI US,"2,609",n/a,n/a,"$158,225",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,PROXIMUS SADP,n/a,PROX BB,"18,816",n/a,n/a,"$158,127",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,CHINA MERCHANTS EXPRESSWAY NETWORK & TECHNOLOGY HOLDINGS CO. LTD.,n/a,001965 C2,"51,203",n/a,n/a,"$158,051",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"CATALYST PHARMACEUTICALS, INC.",n/a,CPRX US,"4,688",n/a,n/a,"$158,042",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,ELDORADO GOLD CORP.,n/a,ELD CN,"6,576",n/a,n/a,"$157,880",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,SWCC CORP.,n/a,5805 JP,"2,020",n/a,n/a,"$157,759",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,ALLOS SA,n/a,ALOS3 BZ,"33,297",n/a,n/a,"$157,648",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,ENI SPA,n/a,E US,"3,567",n/a,n/a,"$157,623",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"AXOS FINANCIAL, INC.",n/a,AX US,"1,398",n/a,n/a,"$157,621",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"SPIRIT AEROSYSTEMS HOLDINGS, INC.",n/a,SPR US,"2,860",n/a,n/a,"$157,398",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,SAUDI TADAWUL GROUP HOLDING CO.,n/a,TADAWULG AB,"1,689",n/a,n/a,"$157,288",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,BUMI RESOURCES MINERALS TBK. PT,n/a,BRMS IJ,"4,526,335",n/a,n/a,"$157,158",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,KONECRANES OYJ,n/a,KCR FH,"1,533",n/a,n/a,"$156,901",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,CHINA RARE EARTH RESOURCES & TECHNOLOGY CO. LTD.,n/a,000831 C2,"25,272",n/a,n/a,"$156,854",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,KONISHI CO. LTD.,n/a,4956 JP,"11,657",n/a,n/a,"$156,690",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"ANDERSONS, INC.",n/a,ANDE US,"2,394",n/a,n/a,"$156,667",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,CANAL & FRANCE SA,n/a,2533769D FP,"38,063",n/a,n/a,"$156,296",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,KINGDEE INTERNATIONAL SOFTWARE GROUP CO. LTD.,n/a,268 HK,"87,961",n/a,n/a,"$156,004",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,ASTRAL LTD.,n/a,ASTRA IN,"5,004",n/a,n/a,"$155,985",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,PHARMARON BEIJING CO. LTD.,n/a,300759 C2,"27,405",n/a,n/a,"$155,845",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,NIKON CORP.,n/a,7731 JP,"9,249",n/a,n/a,"$155,838",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,SPECTRIS PLC,n/a,SXS LN,"3,071",n/a,n/a,"$155,800",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,COMPUTER AGE MANAGEMENT SERVICES LTD.,n/a,CAMS IN,"1,626",n/a,n/a,"$155,733",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"IAC, INC.",n/a,IAC US,"2,234",n/a,n/a,"$155,647",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,SCB X PCL,n/a,SCBR TB,"27,908",n/a,n/a,"$155,338",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,MOMENTUM GROUP LTD.,n/a,MTM SJ,"59,962",n/a,n/a,"$155,301",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"CLEVELAND-CLIFFS, INC.",n/a,CLF US,"10,203",n/a,n/a,"$154,904",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,CSC FINANCIAL CO. LTD.,n/a,601066 C1,"27,177",n/a,n/a,"$154,845",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,NISHIMATSU CONSTRUCTION CO. LTD.,n/a,1820 JP,"2,870",n/a,n/a,"$154,549",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,MITSUI OSK LINES LTD.,n/a,9104 JP,"2,728",n/a,n/a,"$154,408",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,THEEB RENT A CAR CO.,n/a,THEEB AB,"4,686",n/a,n/a,"$154,288",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"HIROGIN HOLDINGS, INC.",n/a,7337 JP,"12,894",n/a,n/a,"$154,180",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,TATA COMMUNICATIONS LTD.,n/a,TCOM IN,"4,787",n/a,n/a,"$153,818",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,AURELIA METALS LTD.,n/a,AMI AU,"904,483",n/a,n/a,"$153,762",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,LIBERTY GLOBAL LTD.,n/a,LBTYA US,"7,460",n/a,n/a,"$153,752",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,VOLTAS LTD.,n/a,VOLT IN,"4,549",n/a,n/a,"$153,609",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,MERDEKA COPPER GOLD TBK. PT,n/a,MDKA IJ,"945,612",n/a,n/a,"$153,249",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,CLAS OHLSON AB,n/a,CLASB SS,"4,976",n/a,n/a,"$152,760",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"ATLAS ENERGY SOLUTIONS, INC.",n/a,AESI US,"4,264",n/a,n/a,"$152,754",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,CHINA DATANG CORP. RENEWABLE POWER CO. LTD.,n/a,1798 HK,"352,176",n/a,n/a,"$152,308",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,RATNAMANI METALS & TUBES LTD.,n/a,RMT IN,"2,540",n/a,n/a,"$152,271",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,DAEWOO ENGINEERING & CONSTRUCTION CO. LTD.,n/a,047040 KS,"44,687",n/a,n/a,"$152,228",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,GODREJ PROPERTIES LTD.,n/a,GPL IN,"2,892",n/a,n/a,"$152,035",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,COMMERCIAL BANK PSQC,n/a,CBQK QD,"78,724",n/a,n/a,"$151,907",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,VONTOBEL HOLDING AG,n/a,VONN SW,"1,340",n/a,n/a,"$151,790",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,SANSIRI PCL,n/a,SIRIR TB,"1,779,405",n/a,n/a,"$151,726",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"PERIMETER SOLUTIONS, INC.",n/a,PRM US,"7,345",n/a,n/a,"$151,607",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,HELLOFRESH SE,n/a,HFG GR,"7,704",n/a,n/a,"$151,529",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,CMOC GROUP LTD.,n/a,603993 C1,"102,908",n/a,n/a,"$151,425",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,FULTON FINANCIAL CORP.,n/a,FULT US,"4,859",n/a,n/a,"$151,321",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,GRUPO BIMBO SAB DE CV,n/a,BIMBOA MM,"35,206",n/a,n/a,"$151,066",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"AGILYSYS, INC.",n/a,AGYS US,708,n/a,n/a,"$150,661",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,HAMAMATSU PHOTONICS KK,n/a,6965 JP,"8,297",n/a,n/a,"$150,539",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"TG THERAPEUTICS, INC.",n/a,TGTX US,"3,095",n/a,n/a,"$150,482",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,HASEKO CORP.,n/a,1808 JP,"7,202",n/a,n/a,"$150,472",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,FCC CO. LTD.,n/a,7296 JP,"4,580",n/a,n/a,"$150,373",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,SK GAS LTD.,n/a,018670 KS,662,n/a,n/a,"$150,371",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,NICE LTD.,n/a,NICE US,548,n/a,n/a,"$150,201",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,OCEANAGOLD CORP.,n/a,OGC CN,"33,588",n/a,n/a,"$150,125",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,ARCADIS NV,n/a,ARCAD NA,"1,526",n/a,n/a,"$150,085",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"YETI HOLDINGS, INC.",n/a,YETI US,"2,412",n/a,n/a,"$150,008",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,TOPCON CORP.,n/a,7732 JP,"5,141",n/a,n/a,"$149,980",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,KARUR VYSYA BANK LTD.,n/a,KVB IN,"36,578",n/a,n/a,"$149,831",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,RUBIS SCA,n/a,RUI FP,"3,748",n/a,n/a,"$149,699",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,SRF LTD.,n/a,SRF IN,"3,545",n/a,n/a,"$149,678",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"MSC INDUSTRIAL DIRECT CO., INC.",n/a,MSM US,"1,238",n/a,n/a,"$149,313",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"YELP, INC.",n/a,YELP US,"2,389",n/a,n/a,"$149,297",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,EPL LTD.,n/a,EPLL IN,"30,434",n/a,n/a,"$148,992",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"SWEETGREEN, INC.",n/a,SG US,"2,877",n/a,n/a,"$148,960",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,REDE D'OR SAO LUIZ SA,n/a,RDOR3 BZ,"22,372",n/a,n/a,"$148,675",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,FREEDOM HOLDING CORP.,n/a,FRHC US,704,n/a,n/a,"$148,619",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,SUPALAI PCL,n/a,SPALIR TB,"172,156",n/a,n/a,"$148,425",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,UNITED INTERNATIONAL TRANSPORTATION CO.,n/a,BUDGET AB,"4,206",n/a,n/a,"$148,070",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,ST. JOE CO.,n/a,JOE US,"2,040",n/a,n/a,"$148,055",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,HISCOX LTD.,n/a,HSX LN,"6,756",n/a,n/a,"$147,988",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"WATTS WATER TECHNOLOGIES, INC.",n/a,WTS US,450,n/a,n/a,"$147,918",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"BOOT BARN HOLDINGS, INC.",n/a,BOOT US,601,n/a,n/a,"$147,416",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,SOULBRAIN CO. LTD.,n/a,357780 KS,812,n/a,n/a,"$147,375",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,CHINA PETROLEUM & CHEMICAL CORP.,n/a,386 HK,"159,113",n/a,n/a,"$147,218",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,DIALOG GROUP BHD.,n/a,DLG MK,"219,877",n/a,n/a,"$146,927",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,SHANJIN INTERNATIONAL GOLD CO. LTD.,n/a,000975 C2,"43,097",n/a,n/a,"$146,569",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,L E LUNDBERGFORETAGEN AB,n/a,LUNDB SS,"1,998",n/a,n/a,"$146,269",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,CLARKSON PLC,n/a,CKN LN,"1,826",n/a,n/a,"$146,077",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,BECHTLE AG,n/a,BC8 GR,"2,806",n/a,n/a,"$145,921",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,TATA ELXSI LTD.,n/a,TELX IN,"1,138",n/a,n/a,"$145,897",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"H&E EQUIPMENT SERVICES, INC.",n/a,HEES US,"1,844",n/a,n/a,"$145,841",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,ATALAYA MINING PLC,n/a,ATYM LN,"20,070",n/a,n/a,"$145,743",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,HUNTING PLC,n/a,HTG LN,"24,902",n/a,n/a,"$145,572",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,SCOR SE,n/a,SCR FP,"3,679",n/a,n/a,"$145,463",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"NETSCOUT SYSTEMS, INC.",n/a,NTCT US,"4,155",n/a,n/a,"$145,352",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,PEPKOR HOLDINGS LTD.,n/a,PPH SJ,"58,639",n/a,n/a,"$145,301",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,ALIOR BANK SA,n/a,ALR PW,"4,322",n/a,n/a,"$145,299",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,GLANBIA PLC,n/a,GLB ID,"6,510",n/a,n/a,"$145,144",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"TRIPADVISOR, INC.",n/a,TRIP US,"6,072",n/a,n/a,"$144,837",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"CINEMARK HOLDINGS, INC.",n/a,CNK US,"2,894",n/a,n/a,"$144,787",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,SANY HEAVY INDUSTRY CO. LTD.,n/a,600031 C1,"39,667",n/a,n/a,"$144,645",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,COMMERCIAL INTERNATIONAL BANK - EGYPT (CIB),n/a,COMI EY,"57,932",n/a,n/a,"$144,500",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,STEPAN CO.,n/a,SCL US,"1,380",n/a,n/a,"$144,160",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,STAR MICRONICS CO. LTD.,n/a,7718 JP,"7,417",n/a,n/a,"$143,909",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,KANZHUN LTD.,n/a,BZ US,"6,439",n/a,n/a,"$143,500",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,CHINA VANKE CO. LTD.,n/a,2202 HK,"130,050",n/a,n/a,"$143,042",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,GUNZE LTD.,n/a,3002 JP,"2,544",n/a,n/a,"$142,721",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,CHINA GALAXY SECURITIES CO. LTD.,n/a,6881 HK,"96,782",n/a,n/a,"$142,672",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,MUTHOOT FINANCE LTD.,n/a,MUTH IN,"3,539",n/a,n/a,"$142,607",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,RYERSON HOLDING CORP.,n/a,RYI US,"4,767",n/a,n/a,"$142,524",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,PRUDENTIAL PLC,n/a,PUK US,"5,518",n/a,n/a,"$142,067",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"MERCURY SYSTEMS, INC.",n/a,MRCY US,"2,081",n/a,n/a,"$141,131",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,KERRY PROPERTIES LTD.,n/a,683 HK,"43,615",n/a,n/a,"$141,103",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,SINON CORP.,n/a,1712 TT,"66,240",n/a,n/a,"$140,974",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"COCA-COLA BOTTLERS JAPAN HOLDINGS, INC.",n/a,2579 JP,"5,492",n/a,n/a,"$140,932",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"TRINET GROUP, INC.",n/a,TNET US,961,n/a,n/a,"$140,890",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,LEGEND BIOTECH CORP.,n/a,LEGN US,"2,680",n/a,n/a,"$140,860",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,LOTTE RENTAL CO. LTD.,n/a,089860 KS,"4,274",n/a,n/a,"$140,430",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,CRANE NXT CO.,n/a,CXT US,"1,493",n/a,n/a,"$140,427",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,HAMAKYOREX CO. LTD.,n/a,9037 JP,"10,108",n/a,n/a,"$140,135",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,USS CO. LTD.,n/a,4732 JP,"9,902",n/a,n/a,"$140,126",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"AZENTA, INC.",n/a,AZTA US,"1,731",n/a,n/a,"$139,762",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"COEUR MINING, INC.",n/a,CDE US,"15,118",n/a,n/a,"$139,667",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,AMMB HOLDINGS BHD.,n/a,AMM MK,"70,510",n/a,n/a,"$139,567",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,SAGAX AB,n/a,SAGAB SS,"4,213",n/a,n/a,"$139,291",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"IMPINJ, INC.",n/a,PI US,593,n/a,n/a,"$139,016",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,BROOKFIELD WEALTH SOLUTIONS LTD.,n/a,BNT CN,"1,496",n/a,n/a,"$138,921",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,FIRST COPPER TECHNOLOGY CO. LTD.,n/a,2009 TT,"75,829",n/a,n/a,"$138,781",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,INPEX CORP.,n/a,1605 JP,"6,851",n/a,n/a,"$138,747",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,SERVCORP LTD.,n/a,SRV AU,"28,298",n/a,n/a,"$138,661",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,FIRSTSOURCE SOLUTIONS LTD.,n/a,FSOL IN,"19,546",n/a,n/a,"$138,644",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,SHANDONG HIMILE MECHANICAL SCIENCE & TECHNOLOGY CO. LTD.,n/a,002595 C2,"12,480",n/a,n/a,"$138,600",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,KOBAYASHI PHARMACEUTICAL CO. LTD.,n/a,4967 JP,"2,163",n/a,n/a,"$138,464",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,TONGCHENG TRAVEL HOLDINGS LTD.,n/a,780 HK,"36,560",n/a,n/a,"$138,348",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,EMBOTELLADORA ANDINA SA,n/a,ANDINAB CI,"28,161",n/a,n/a,"$138,342",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"PTC THERAPEUTICS, INC.",n/a,PTCT US,"1,897",n/a,n/a,"$138,275",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,HYUNDAI ROTEM CO. LTD.,n/a,064350 KS,"2,532",n/a,n/a,"$138,088",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,PORSCHE AUTOMOBIL HOLDING SE,n/a,PAH3 GR,"2,271",n/a,n/a,"$138,069",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,LONGFOR GROUP HOLDINGS LTD.,n/a,960 HK,"66,371",n/a,n/a,"$137,996",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"ABM INDUSTRIES, INC.",n/a,ABM US,"1,669",n/a,n/a,"$137,972",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,T HASEGAWA CO. LTD.,n/a,4958 JP,"4,315",n/a,n/a,"$137,687",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"AMERICAN ELECTRIC POWER CO., INC.",n/a,AEP US,922,n/a,n/a,"$137,269",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,WAN HAI LINES LTD.,n/a,2615 TT,"34,303",n/a,n/a,"$137,050",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,CHOLAMANDALAM INVESTMENT & FINANCE CO. LTD.,n/a,CIFC IN,"6,124",n/a,n/a,"$137,025",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,SEVEN BANK LTD.,n/a,8410 JP,"42,702",n/a,n/a,"$136,789",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,SPAREBANK 1 NORD NORGE,n/a,NONG NO,"7,768",n/a,n/a,"$136,400",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"APELLIS PHARMACEUTICALS, INC.",n/a,APLS US,"2,646",n/a,n/a,"$136,381",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"ADEIA, INC.",n/a,ADEA US,"6,032",n/a,n/a,"$136,198",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"TEXAS CAPITAL BANCSHARES, INC.",n/a,TCBI US,"1,077",n/a,n/a,"$136,050",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"GUARDANT HEALTH, INC.",n/a,GH US,"2,757",n/a,n/a,"$136,028",0.00%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,XTEP INTERNATIONAL HOLDINGS LTD.,n/a,1368 HK,"115,989",n/a,n/a,"$136,016",0.00%,,,,,
