Effective Date,Fund Name,Option Name,Asset Class Name,Int/Ext,Name/Kind of Investment Item,Currency,Stock ID,Listed Country,Units Held,% Ownership,Address,Value (AUD),Weighting
31/12/2024,Care Super,Balanced,Listed Equity,1,ANDRITZ AG,,ANDR ,AV,"2,454",,,"201,037",0.0
31/12/2024,Care Super,Balanced,Listed Equity,1,Anglo American Platinum Ltd,,AMS ,Svalbard and Jan Mayen,"65,342",,,"3,181,977",0.0001
31/12/2024,Care Super,Balanced,Listed Equity,1,Anheuser-Busch InBev SA/NV,,ABI ,Barbados,"37,874",,,"3,056,268",0.0001
31/12/2024,Care Super,Balanced,Listed Equity,1,Anritsu Corp,,6754 ,Japan,"2,181",,,"31,608",0.0
31/12/2024,Care Super,Balanced,Listed Equity,1,Ansell Ltd,,ANN ,Australia,"476,507",,,"16,115,471",0.0004
31/12/2024,Care Super,Balanced,Listed Equity,1,ANSYS Inc,,ANSS ,United States of America (the),"29,341",,,"15,985,786",0.0004
31/12/2024,Care Super,Balanced,Listed Equity,1,ANZ Group Holdings Ltd,,ANZ ,Australia,"6,901,147",,,"196,958,728",0.0046
31/12/2024,Care Super,Balanced,Listed Equity,1,Aon PLC,,AON ,United States of America (the),"35,041",,,"20,326,856",0.0005
31/12/2024,Care Super,Balanced,Listed Equity,1,AP Moller - Maersk A/S,,MAERSKB ,DC,221,,,"590,101",0.0
31/12/2024,Care Super,Balanced,Listed Equity,1,AP Moller - Maersk A/S,,MAERSKA ,DC,137,,,"354,639",0.0
