Effective Date,Fund Name,Option Name,Asset Class Name,Int/Ext,Name/Kind of Investment Item,Currency,Stock ID,Listed Country,% Ownership,Units Held,Address,Value (AUD),Weighting (%)
2024-12-31,aware,Balanced Growth,CASH,1,STATE STREET BANK AND TRUST,ILS,,,,,-,665351.0,0.0
2024-12-31,aware,Balanced Growth,CASH,1,STATE STREET BANK AND TRUST,SGD,,,,,-,623809.0,0.0
2024-12-31,aware,Balanced Growth,CASH,1,STATE STREET BANK AND TRUST,INR,,,,,-,586669.0,0.0
2024-12-31,aware,Balanced Growth,CASH,1,STATE STREET BANK AND TRUST,HKD,,,,,-,542673.0,0.0
2024-12-31,aware,Balanced Growth,CASH,1,J.P. MORGAN SECURITIES LLC,USD,,,,,-,511166.0,0.0
2024-12-31,aware,Balanced Growth,CASH,1,MORGAN STANLEY,CAD,,,,,-,462225.0,0.0
2024-12-31,aware,Balanced Growth,CASH,1,STATE STREET BANK AND TRUST,RUB,,,,,-,376766.0,0.0
2024-12-31,aware,Balanced Growth,CASH,1,UBS AG,USD,,,,,-,342761.0,0.0
2024-12-31,aware,Balanced Growth,CASH,1,STATE STREET BANK AND TRUST,BRL,,,,,-,339336.0,0.0
2024-12-31,aware,Balanced Growth,CASH,1,STATE STREET BANK AND TRUST,MYR,,,,,-,328506.0,0.0
2024-12-31,aware,Balanced Growth,CASH,1,STATE STREET BANK AND TRUST,DKK,,,,,-,291489.0,0.0
2024-12-31,aware,Balanced Growth,CASH,1,STATE STREET BANK AND TRUST,NOK,,,,,-,273153.0,0.0
2024-12-31,aware,Balanced Growth,CASH,1,JPMORGAN CHASE & CO,EUR,,,,,-,259056.0,0.0
2024-12-31,aware,Balanced Growth,CASH,1,STATE STREET BANK AND TRUST,MXN,,,,,-,251592.0,0.0
2024-12-31,aware,Balanced Growth,CASH,1,STATE STREET BANK AND TRUST,RON,,,,,-,222329.0,0.0
2024-12-31,aware,Balanced Growth,CASH,1,STATE STREET BANK AND TRUST,CZK,,,,,-,218368.0,0.0
2024-12-31,aware,Balanced Growth,CASH,1,STATE STREET BANK AND TRUST,SEK,,,,,-,210127.0,0.0
2024-12-31,aware,Balanced Growth,CASH,1,STATE STREET BANK AND TRUST,CHF,,,,,-,197650.0,0.0
2024-12-31,aware,Balanced Growth,CASH,1,STATE STREET BANK AND TRUST,COP,,,,,-,194573.0,0.0
2024-12-31,aware,Balanced Growth,CASH,1,STATE STREET BANK AND TRUST,IDR,,,,,-,184197.0,0.0
2024-12-31,aware,Balanced Growth,CASH,1,STATE STREET BANK AND TRUST,PLN,,,,,-,148851.0,0.0
2024-12-31,aware,Balanced Growth,CASH,1,STATE STREET BANK AND TRUST,HUF,,,,,-,130909.0,0.0
2024-12-31,aware,Balanced Growth,CASH,1,JPMORGAN CHASE & CO,GBP,,,,,-,105491.0,0.0
2024-12-31,aware,Balanced Growth,CASH,1,STATE STREET BANK AND TRUST,SAR,,,,,-,98969.0,0.0
2024-12-31,aware,Balanced Growth,CASH,1,STATE STREET BANK AND TRUST,THB,,,,,-,82608.0,0.0
2024-12-31,aware,Balanced Growth,CASH,1,STATE STREET BANK AND TRUST,KRW,,,,,-,78728.0,0.0
2024-12-31,aware,Balanced Growth,CASH,1,JPMORGAN CHASE & CO,JPY,,,,,-,71156.0,0.0
2024-12-31,aware,Balanced Growth,CASH,1,MACQUARIE GROUP LTD.,AUD,,,,,-,46792.0,0.0
2024-12-31,aware,Balanced Growth,CASH,1,STATE STREET BANK AND TRUST,TWD,,,,,-,26508.0,0.0
2024-12-31,aware,Balanced Growth,CASH,1,MORGAN STANLEY,CHF,,,,,-,25131.0,0.0
2024-12-31,aware,Balanced Growth,CASH,1,STATE STREET BANK AND TRUST,KWD,,,,,-,22583.0,0.0
2024-12-31,aware,Balanced Growth,CASH,1,STATE STREET BANK AND TRUST,PHP,,,,,-,20234.0,0.0
2024-12-31,aware,Balanced Growth,CASH,1,MORGAN STANLEY,SEK,,,,,-,18333.0,0.0
2024-12-31,aware,Balanced Growth,CASH,1,STATE STREET BANK AND TRUST,QAR,,,,,-,14444.0,0.0
2024-12-31,aware,Balanced Growth,CASH,1,STATE STREET BANK AND TRUST,TRY,,,,,-,10230.0,0.0
2024-12-31,aware,Balanced Growth,CASH,1,STATE STREET BANK AND TRUST,ZAR,,,,,-,9839.0,0.0
2024-12-31,aware,Balanced Growth,CASH,1,STATE STREET BANK AND TRUST,AED,,,,,-,7419.0,0.0
2024-12-31,aware,Balanced Growth,CASH,1,STATE STREET BANK AND TRUST,CLP,,,,,-,3446.0,0.0
2024-12-31,aware,Balanced Growth,CASH,1,UBS AG,GBP,,,,,-,-2.0,0.0
2024-12-31,aware,Balanced Growth,CASH,1,MORGAN STANLEY & CO. INTERNATIONAL PLC,EUR,,,,,-,-3583.0,0.0
2024-12-31,aware,Balanced Growth,CASH,1,UBS AG,EUR,,,,,-,-4300.0,0.0
2024-12-31,aware,Balanced Growth,CASH,1,STATE STREET BANK AND TRUST,CNH,,,,,-,-41374.0,0.0
2024-12-31,aware,Balanced Growth,CASH,1,MORGAN STANLEY,HKD,,,,,-,-160693.0,0.0
2024-12-31,aware,Balanced Growth,CASH,1,SUB TOTAL,,,,,,,592231129.0,0.0242
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,WESTPAC BANKING CORPORATION,-,,,,,-,242782462.0,0.009899999999999999
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,UNITED STATES TREASURY,-,,,,,-,189286541.0,0.0077
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,-,,,,,-,177817768.0,0.0073
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,COMMONWEALTH BANK OF AUSTRALIA,-,,,,,-,68690796.0,0.0028000000000000004
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,NATIONAL AUSTRALIA BANK LIMITED,-,,,,,-,59793116.0,0.0024
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,STANDARD CHARTERED BANK,-,,,,,-,46805835.0,0.0019
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,AUSTRALIA GOVERNMENT,-,,,,,-,44346702.0,0.0018
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,CREDIT AGRICOLE CORPORATE & INVESTMENT BANK,-,,,,,-,34957385.0,0.0014000000000000002
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,DBS BANK LTD.,-,,,,,-,33978422.0,0.0014000000000000002
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,BENDIGO & ADELAIDE BANK LTD.,-,,,,,-,29948309.0,0.0012
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,COOPERATIEVE RABOBANK UA,-,,,,,-,29129076.0,0.0012
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,MIZUHO BANK LTD.,-,,,,,-,25158135.0,0.001
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,THE BANK OF NOVA SCOTIA,-,,,,,-,23330091.0,0.001
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,CANADIAN IMPERIAL BANK OF COMMERCE,-,,,,,-,21005745.0,0.0009
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,SUMITOMO MITSUI BANKING CORP.,-,,,,,-,18548862.0,0.0008
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,OVERSEA-CHINESE BANKING CORP. LTD.,-,,,,,-,17009646.0,0.0007000000000000001
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,UNITED OVERSEAS BANK LTD.,-,,,,,-,13516013.0,0.0006
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,NEW SOUTH WALES TREASURY CORP.,-,,,,,-,13203229.0,0.0005
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,MUFG BANK LTD.,-,,,,,-,12433621.0,0.0005
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,BANK OF QUEENSLAND LTD.,-,,,,,-,9850865.0,0.0004
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,DBG CONSOLIDATED HOLDINGS PTY LTD,-,,,,,-,9839333.0,0.0004
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,BNP PARIBAS SA,-,,,,,-,9191303.0,0.0004
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,TREASURY CORP. OF VICTORIA,-,,,,,-,8830420.0,0.0004
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,QUEENSLAND TREASURY CORP.,-,,,,,-,8443146.0,0.0003
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,NORFINA LTD.,-,,,,,-,6979491.0,0.0003
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,LENDLEASE FINANCE LTD.,-,,,,,-,6827453.0,0.0003
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,NBN CO. LTD.,-,,,,,-,5868654.0,0.0002
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,VOLKSWAGEN FINANCIAL SERVICES AUSTRALIA PTY LTD,-,,,,,-,4456010.0,0.0002
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,TORONTO-DOMINION BANK,-,,,,,-,4374348.0,0.0002
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,"CPPIB CAPITAL, INC.",-,,,,,-,3720520.0,0.0002
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,SYDNEY AIRPORT FINANCE CO PTY LTD,-,,,,,-,3361002.0,0.0001
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,WESTERN AUSTRALIAN TREASURY CORP.,-,,,,,-,2654023.0,0.0001
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,INTER-AMERICAN INVESTMENT CORP.,-,,,,,-,2267062.0,0.0001
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,KIWIBANK LTD.,-,,,,,-,2109063.0,0.0001
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,ASIAN INFRASTRUCTURE INVESTMENT BANK,-,,,,,-,2040053.0,0.0001
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,WESTPAC SECURITISATION TRUST,-,,,,,-,1540155.0,0.0001
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,UBS AG,-,,,,,-,1531007.0,0.0001
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,RWH FINANCE PTY LTD,-,,,,,-,1515387.0,0.0001
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,ROYAL BANK OF CANADA,-,,,,,-,1501203.0,0.0001
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,ASIAN DEVELOPMENT BANK,-,,,,,-,1428372.0,0.0001
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,EUROPEAN INVESTMENT BANK,-,,,,,-,1383495.0,0.0001
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,WOOLWORTHS GROUP LTD.,-,,,,,-,1357493.0,0.0001
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,REDS TRUST,-,,,,,-,1154547.0,0.0
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,PUMA,-,,,,,-,1154008.0,0.0
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,SOUTH AUSTRALIAN GOVERNMENT FINANCING AUTHORITY,-,,,,,-,1119579.0,0.0
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,INTERNATIONAL BANK FOR RECONSTRUCTION & DEVELOPMENT,-,,,,,-,1081441.0,0.0
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,MEDALLION TRUST,-,,,,,-,1062920.0,0.0
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,FIRSTMAC MORTGAGE FUNDING TRUST NO. 4,-,,,,,-,802935.0,0.0
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,ING BANK AUSTRALIA LTD.,-,,,,,-,555500.0,0.0
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,TOYOTA FINANCE AUSTRALIA LTD.,-,,,,,-,544962.0,0.0
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,CONQUEST TRUST,-,,,,,-,440879.0,0.0
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,SCENTRE GROUP TRUST 1,-,,,,,-,334117.0,0.0
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,BPCE SA,-,,,,,-,329756.0,0.0
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,KREDITANSTALT FUER WIEDERAUFBAU,-,,,,,-,287788.0,0.0
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,AUSTRALIAN NATIONAL UNIVERSITY,-,,,,,-,161283.0,0.0
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,JEM SOUTHBANK PTY LTD,-,,,,,-,85790.0,0.0
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,AXIOM EDUCATION PTY LTD,-,,,,,-,29907.0,0.0
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,BROADCOM CORP.,-,,,,,-,29026.0,0.0
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,KANSAS CITY SOUTHERN RAILWAY CO.,-,,,,,-,23594.0,0.0
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,"BAXTER INTERNATIONAL, INC.",-,,,,,-,23365.0,0.0
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,MPC FUNDING LTD.,-,,,,,-,16087.0,0.0
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,"LEHMAN BROTHERS HOLDINGS, INC.",-,,,,,-,125.0,0.0
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,GSR MORTGAGE LOAN TRUST,-,,,,,-,31.0,0.0
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,HOME EQUITY ASSET TRUST,-,,,,,-,9.0,0.0
2024-12-31,aware,Balanced Growth,FIXED INCOME,0,SUB TOTAL,,,,,,,1212049261.0,0.000487786409695428
2024-12-31,aware,Balanced Growth,FIXED INCOME (PRIVATE DEBT),0,ANCORA BIDCO B PTY LTD,-,,,,,-,,
2024-12-31,aware,Balanced Growth,FIXED INCOME (PRIVATE DEBT),0,ANDANTE FINANCE COMPANY PTY LIMITED,-,,,,,-,,
2024-12-31,aware,Balanced Growth,FIXED INCOME (PRIVATE DEBT),0,APOG BIDCO PTY LTD,-,,,,,-,,
2024-12-31,aware,Balanced Growth,FIXED INCOME (PRIVATE DEBT),0,AUSTRALIAN SALES FINANCE AND CREDIT CARDS TRUST NO. 3,-,,,,,-,,
2024-12-31,aware,Balanced Growth,FIXED INCOME (PRIVATE DEBT),0,BLANALKO PTY LTD AS TRUSTEE FOR THE BLANALKO SCT PROPERTY TRUST,-,,,,,-,,
2024-12-31,aware,Balanced Growth,FIXED INCOME (PRIVATE DEBT),0,CIRRUS HOLDINGS 2 PTY LTD,-,,,,,-,,
2024-12-31,aware,Balanced Growth,FIXED INCOME (PRIVATE DEBT),0,CREDABL WAREHOUSE TRUST NO.1,-,,,,,-,,
2024-12-31,aware,Balanced Growth,FIXED INCOME (PRIVATE DEBT),0,CX BIDCO PTY LTD,-,,,,,-,,
2024-12-31,aware,Balanced Growth,FIXED INCOME (PRIVATE DEBT),0,DEVICE TECHNOLOGIES AUSTRALIA PTY LTD,-,,,,,-,,
2024-12-31,aware,Balanced Growth,FIXED INCOME (PRIVATE DEBT),0,ENWERD PTY LTD AS TRUSTEE FOR THE N & W WERDIGER FAMILY TRUST,-,,,,,-,,
2024-12-31,aware,Balanced Growth,FIXED INCOME (PRIVATE DEBT),0,FP TURBO WAREHOUSE TRUST 2021-1,-,,,,,-,,
2024-12-31,aware,Balanced Growth,FIXED INCOME (PRIVATE DEBT),0,HARRIS FARM MARKETS FINANCE PTY LTD,-,,,,,-,,
2024-12-31,aware,Balanced Growth,FIXED INCOME (PRIVATE DEBT),0,HIREPOOL FINANCE LIMITED,-,,,,,-,,
2024-12-31,aware,Balanced Growth,FIXED INCOME (PRIVATE DEBT),0,IRON MOUNTAIN AUSTRALIA GROUP PTY LTD,-,,,,,-,,
2024-12-31,aware,Balanced Growth,FIXED INCOME (PRIVATE DEBT),0,JAYBRO GROUP,-,,,,,-,,
2024-12-31,aware,Balanced Growth,FIXED INCOME (PRIVATE DEBT),0,JNZ FINCO LIMITED,-,,,,,-,,
2024-12-31,aware,Balanced Growth,FIXED INCOME (PRIVATE DEBT),0,KINETIC HOLDING COMPANY PTY LTD,-,,,,,-,,
2024-12-31,aware,Balanced Growth,FIXED INCOME (PRIVATE DEBT),0,KINETIC NZ HOLDINGS LIMITED,-,,,,,-,,
2024-12-31,aware,Balanced Growth,FIXED INCOME (PRIVATE DEBT),0,LEGAL SOFTWARE PTY LTD,-,,,,,-,,
2024-12-31,aware,Balanced Growth,FIXED INCOME (PRIVATE DEBT),0,MOTORONE BIDCO PTY LTD,-,,,,,-,,
2024-12-31,aware,Balanced Growth,FIXED INCOME (PRIVATE DEBT),0,NEWCOLD FINANCING PTY LTD,-,,,,,-,,
2024-12-31,aware,Balanced Growth,FIXED INCOME (PRIVATE DEBT),0,NZ HEALTHCARE INVESTMENTS LIMITED,-,,,,,-,,
2024-12-31,aware,Balanced Growth,FIXED INCOME (PRIVATE DEBT),0,PACIFIC 2023 BIDCO B PTY LTD,-,,,,,-,,
2024-12-31,aware,Balanced Growth,FIXED INCOME (PRIVATE DEBT),0,PACIFIC PROPERTY FUND LIMITED,-,,,,,-,,
2024-12-31,aware,Balanced Growth,FIXED INCOME (PRIVATE DEBT),0,PAGAC CHICKEN TENDERS HOLDINGS I PTY LTD,-,,,,,-,,
2024-12-31,aware,Balanced Growth,FIXED INCOME (PRIVATE DEBT),0,PEPPER FINANCE PTY LIMITED,-,,,,,-,,
2024-12-31,aware,Balanced Growth,FIXED INCOME (PRIVATE DEBT),0,PIRANHA BIDCO PTY LTD,-,,,,,-,,
2024-12-31,aware,Balanced Growth,FIXED INCOME (PRIVATE DEBT),0,PLENTI FINANCE PTY LTD,-,,,,,-,,
2024-12-31,aware,Balanced Growth,FIXED INCOME (PRIVATE DEBT),0,RECYCLE AND RESOURCE OPERATIONS PTY LTD,-,,,,,-,,
2024-12-31,aware,Balanced Growth,FIXED INCOME (PRIVATE DEBT),0,RYMAN HEALTHCARE LIMITED,-,,,,,-,,
2024-12-31,aware,Balanced Growth,FIXED INCOME (PRIVATE DEBT),0,STRAITNZ HOLDINGS LTD.,-,,,,,-,,
2024-12-31,aware,Balanced Growth,FIXED INCOME (PRIVATE DEBT),0,TEEG BIDCO PTY LTD,-,,,,,-,,
2024-12-31,aware,Balanced Growth,FIXED INCOME (PRIVATE DEBT),0,VELOCITY FREQUENT FLYER PTY LTD,-,,,,,-,,
2024-12-31,aware,Balanced Growth,FIXED INCOME (PRIVATE DEBT),0,VESTONE CAPITAL ABS WAREHOUSE TRUST NO.2,-,,,,,-,,
2024-12-31,aware,Balanced Growth,FIXED INCOME (PRIVATE DEBT),0,VISY PACKAGING PROPERTIES PTY LTD,-,,,,,-,,
2024-12-31,aware,Balanced Growth,FIXED INCOME (PRIVATE DEBT),0,YHA PTY LTD,-,,,,,-,,
2024-12-31,aware,Balanced Growth,FIXED INCOME (PRIVATE DEBT),0,ZEUSS CHILDCARE III PTY LTD,-,,,,,-,,
2024-12-31,aware,Balanced Growth,FIXED INCOME (PRIVATE DEBT),0,SUB TOTAL,,,,,,,270095036.0,0.0001086991198512
2024-12-31,aware,Balanced Growth,FIXED INCOME,1,"STATE STREET GLOBAL ADVISORS, AUSTRALIA, LIMITED",-,,,,,-,1990859872.0,0.0814
2024-12-31,aware,Balanced Growth,FIXED INCOME,1,"BAIN CAPITAL CREDIT, LP",-,,,,,-,650021655.0,0.026600000000000002
2024-12-31,aware,Balanced Growth,FIXED INCOME,1,CHALLENGER LIFE COMPANY LIMITED,-,,,,,-,217422769.0,0.0089
2024-12-31,aware,Balanced Growth,FIXED INCOME,1,PACIFIC INVESTMENT MANAGEMENT COMPANY LLC,-,,,,,-,65622280.0,0.0027
2024-12-31,aware,Balanced Growth,FIXED INCOME,1,BLACKROCK INVESTMENT MANAGEMENT (AUSTRALIA) LIMITED,-,,,,,-,59921118.0,0.0025
2024-12-31,aware,Balanced Growth,FIXED INCOME,1,WESTBOURNE CREDIT MANAGEMENT LTD,-,,,,,-,55583524.0,0.0023
2024-12-31,aware,Balanced Growth,FIXED INCOME,1,PAYDEN & RYGEL GLOBAL LIMITED,-,,,,,-,53947581.0,0.0022
2024-12-31,aware,Balanced Growth,FIXED INCOME,1,FLAG ASSET MANAGEMENT PTY LTD,-,,,,,-,45845520.0,0.0019
2024-12-31,aware,Balanced Growth,FIXED INCOME,1,ARES MANAGEMENT UK LIMITED,-,,,,,-,10383527.0,0.0004
2024-12-31,aware,Balanced Growth,FIXED INCOME,1,"OAKTREE CAPITAL MANAGEMENT, L.P.",-,,,,,-,1530306.0,0.0001
2024-12-31,aware,Balanced Growth,FIXED INCOME,1,INTERMEDIATE CAPITAL GROUP PLC,-,,,,,-,372370.0,0.0
2024-12-31,aware,Balanced Growth,FIXED INCOME,1,SUB TOTAL,,,,,,,3151510522.0,0.12890000000000001
2024-12-31,aware,Balanced Growth,LISTED EQUITY,1,BHP GROUP LTD.,-,BHP,AU,,9485202.0,-,375139701.0,0.015300000000000001
2024-12-31,aware,Balanced Growth,LISTED EQUITY,1,COMMONWEALTH BANK OF AUSTRALIA,-,CBA,AU,,2271124.0,-,348049573.0,0.014199999999999999
2024-12-31,aware,Balanced Growth,LISTED EQUITY,1,MICROSOFT CORP.,-,MSFT,US,,477538.0,-,325094330.0,0.013300000000000001
2024-12-31,aware,Balanced Growth,LISTED EQUITY,1,"APPLE, INC.",-,AAPL,US,,765416.0,-,309578050.0,0.0127
2024-12-31,aware,Balanced Growth,LISTED EQUITY,1,"AMAZON.COM, INC.",-,AMZN,US,,832337.0,-,294930605.0,0.0121
2024-12-31,aware,Balanced Growth,LISTED EQUITY,1,CSL LTD.,-,CSL,AU,,926245.0,-,260812240.0,0.010700000000000001
2024-12-31,aware,Balanced Growth,LISTED EQUITY,1,NVIDIA CORP.,-,NVDA,US,,1163862.0,-,252434820.0,0.0103
2024-12-31,aware,Balanced Growth,LISTED EQUITY,1,"META PLATFORMS, INC.",-,META,US,,193424.0,-,182913622.0,0.0075
2024-12-31,aware,Balanced Growth,LISTED EQUITY,1,NATIONAL AUSTRALIA BANK LTD.,-,NAB,AU,,4763726.0,-,176734226.0,0.0072
2024-12-31,aware,Balanced Growth,LISTED EQUITY,1,WESTPAC BANKING CORP.,-,WBC,AU,,5011693.0,-,161977897.0,0.0066
2024-12-31,aware,Balanced Growth,LISTED EQUITY,1,MACQUARIE GROUP LTD.,-,MQG,AU,,729830.0,-,161766736.0,0.0066
2024-12-31,aware,Balanced Growth,LISTED EQUITY,1,"ALPHABET, INC.",-,GOOG,US,,493335.0,-,151741176.0,0.0062
2024-12-31,aware,Balanced Growth,LISTED EQUITY,1,ANZ GROUP HOLDINGS LTD.,-,ANZ,AU,,5089791.0,-,145262635.0,0.0059
2024-12-31,aware,Balanced Growth,LISTED EQUITY,1,"ALPHABET, INC.",-,GOOGL,US,,444243.0,-,135823406.0,0.005600000000000001
2024-12-31,aware,Balanced Growth,LISTED EQUITY,1,"UNITEDHEALTH GROUP, INC.",-,UNH,US,,144262.0,-,117865625.0,0.0048
2024-12-31,aware,Balanced Growth,LISTED EQUITY,1,TELSTRA GROUP LTD.,-,TLS,AU,,29146439.0,-,116877217.0,0.0048
2024-12-31,aware,Balanced Growth,LISTED EQUITY,1,"RESMED, INC.",-,RMD,AU,,3089233.0,-,113591054.0,0.0046
2024-12-31,aware,Balanced Growth,LISTED EQUITY,1,XERO LTD.,-,XRO,AU,,621988.0,-,104842524.0,0.0043
2024-12-31,aware,Balanced Growth,LISTED EQUITY,1,TAIWAN SEMICONDUCTOR MANUFACTURING CO. LTD.,-,TSM,US,,307451.0,-,98067532.0,0.004
2024-12-31,aware,Balanced Growth,LISTED EQUITY,1,WISETECH GLOBAL LTD.,-,WTC,AU,,743772.0,-,90041043.0,0.0037
2024-12-31,aware,Balanced Growth,LISTED EQUITY,1,WESFARMERS LTD.,-,WES,AU,,1247798.0,-,89255008.0,0.0037
